lsoa,names,lone_parent_household,young_pepople_percent,ethnic_black,tenure_mortgage_loan,tenure_social,no_qualifications,level_4_qualifications_above,no_cars,cars_per_household,median_annual_household_income,ptal_average,cluster_id
E01003372,Merton 008B,15.6,0.25,17,23.4,38.8,21,32.3,49.8,0.6,26063.00 ,3.2,0
E01003393,Merton 008C,9,0.27,13,29.7,6.5,13.8,35.1,56,0.5,27785.00 ,4.1,0
E01003406,Merton 008D,22.8,0.25,21,33.7,34.8,17.8,28.4,32.7,0.9,27218.00 ,1.8,2
E01003407,Merton 008E,7.3,0.27,9.2,34.1,6.6,11.7,41.8,42.3,0.8,30285.00 ,2.4,2
E01003355,Merton 009A,4.4,0.24,1.7,28.2,3,6.4,63.8,43,0.7,44062.00 ,5.4,1
E01003356,Merton 009B,5.9,0.22,2.1,34.6,6.5,7.2,60.3,34.2,0.8,48333.00 ,4.6,0
E01003358,Merton 009C,4.2,0.27,2.4,27.3,3.6,5.4,64.8,39.6,0.7,48831.00 ,6.8,1
E01003383,Merton 009D,4,0.25,1.6,32.2,2.3,4.9,66,44.5,0.7,52255.00 ,7.2,1
E01003384,Merton 009E,5.3,0.26,1.5,29.5,5.8,6,65.8,36,0.8,52732.00 ,6.4,1
E01003442,Merton 010A,6,0.12,2.3,32.2,6.3,6.9,61.6,20.3,1.2,59028.00 ,2.7,2
E01003443,Merton 010B,5.4,0.11,0.7,37.6,2.7,4,64.6,16,1.2,61487.00 ,5.1,1
E01003444,Merton 010C,5.9,0.13,2,32.5,5.3,7.1,61.8,25.8,1,51431.00 ,4,0
E01003445,Merton 010D,7.9,0.14,1.5,40.3,9.1,12.5,48,18.7,1.2,49156.00 ,3,2
E01003463,Merton 010E,5.9,0.13,1.2,34,0.9,6.3,58.7,10.2,1.6,68125.00 ,1.9,2
E01003380,Merton 011A,7.4,0.21,1.6,40,3.7,9,54.9,30.7,0.9,46842.00 ,3,0
E01003382,Merton 011B,5.2,0.16,1.9,38.9,3.8,10,54.3,27.2,0.9,44842.00 ,4.1,0
E01003385,Merton 011C,3.5,0.16,1.4,38,4.3,6.3,66.7,25.9,1,56439.00 ,3.7,0
E01003399,Merton 011D,6.5,0.24,2.4,28.6,10.8,6.5,58.7,34.3,0.8,47826.00 ,4,0
E01003423,Merton 011E,6.8,0.18,1.4,42.3,2.3,7.9,56.1,29.4,0.9,45792.00 ,3.5,0
E01003357,Merton 012A,16.1,0.3,12.7,18.7,45.9,18.1,30.9,54.9,0.6,24735.00 ,4.8,1
E01003376,Merton 012B,19.6,0.22,18.5,23.6,43.2,24.7,20.6,39.8,0.8,24350.00 ,2,2
E01003377,Merton 012C,24.1,0.24,25,19,55.9,25,20.7,42.2,0.7,20421.00 ,2,2
E01003408,Merton 012D,8.9,0.24,5.7,34.4,11.8,12,42.9,42.8,0.7,30443.00 ,2.7,0
E01003410,Merton 012E,15.9,0.23,17.1,31,22.2,19.3,32.3,41.9,0.7,26020.00 ,2.1,2
E01003386,Merton 013A,16.3,0.22,22.7,28.9,11.8,15.6,27.3,34.6,0.9,26976.00 ,3.9,0
E01003388,Merton 013B,16.1,0.2,22.9,30.7,25.9,25.1,24.3,43.9,0.7,25947.00 ,4.6,1
E01003389,Merton 013C,15.8,0.21,20,34.5,9.7,19.7,27.6,35.3,0.8,26742.00 ,4,0
E01003392,Merton 013D,11.6,0.22,17.1,41.3,6.8,17.7,31.1,31.3,0.9,28863.00 ,3.3,0
E01003409,Merton 013E,15.7,0.22,15.1,31.5,26.9,25.1,23.1,34,0.9,25314.00 ,3.9,0
E01003387,Merton 014A,20.4,0.22,26.7,30.9,31.9,23.6,21.8,37.8,0.8,24604.00 ,2.6,2
E01003391,Merton 014B,20.4,0.23,32.9,23.7,47.8,22.4,24.9,50.2,0.7,21756.00 ,1.9,2
E01003411,Merton 014C,15.6,0.21,23.7,38.9,17.2,17.6,28.5,37.7,0.8,27376.00 ,3.2,0
E01003412,Merton 014D,17.9,0.2,27.5,38.5,26.5,22.5,24.2,31.7,1,26223.00 ,2.4,2
E01003435,Merton 014E,15.1,0.2,24.1,44.5,4.5,21.7,25.5,22.9,1.1,29390.00 ,2,2
E01003361,Merton 015A,8.1,0.21,4.9,36.6,6.6,15.9,38.2,26.2,1.1,34048.00 ,2.9,0
E01003424,Merton 015B,6.3,0.12,2.2,36.1,0.5,9.5,58,13.9,1.2,55347.00 ,2,2
E01003425,Merton 015C,7.1,0.15,3,42.1,0.8,10,50,12.2,1.4,51518.00 ,3.2,0
E01003426,Merton 015D,8.4,0.18,3.4,38.6,0.8,14,45.9,21.3,1.1,42879.00 ,5.1,1
E01003428,Merton 015E,4.2,0.18,3.1,28.7,12,10.2,58.8,34.2,0.9,49057.00 ,3.5,0
E01003366,Merton 016A,8.2,0.23,4.9,35.5,15.6,20.2,35.4,30.1,1,31508.00 ,3.1,0
E01003381,Merton 016B,3.3,0.21,1.1,31.1,2.8,10.5,56.9,38.5,0.8,44088.00 ,5.3,1
E01003446,Merton 016C,5.6,0.23,3.4,26.5,7.4,9.1,54.5,42.9,0.8,38146.00 ,5.4,1
E01003447,Merton 016D,12,0.2,6.4,31.1,33.1,18.6,35.5,39.1,0.8,28073.00 ,2.6,2
E01003471,Merton 016E,7.6,0.16,5.6,33.6,13.1,16.1,43.1,24.8,1,41275.00 ,3.6,0
E01003413,Merton 017A,15.8,0.22,27.9,43.6,9,16.9,33.3,28.5,1,28402.00 ,2.8,0
E01003414,Merton 017B,15,0.22,27.2,45.1,1.7,19.1,25.9,23.7,1.1,28549.00 ,3,0
E01003415,Merton 017C,15.5,0.2,29.6,48.2,2,19.7,27.4,26.1,1.1,29604.00 ,3,0
E01003416,Merton 017D,13.1,0.2,22.7,47,3.9,19.6,24.6,20.6,1.2,29782.00 ,2.4,2
E01003434,Merton 017E,14.4,0.23,27.5,47,4.9,19.6,23.6,22.7,1.2,29963.00 ,2.7,0
E01003373,Merton 018A,25.6,0.22,23.4,20.5,55.2,24.8,19.5,49.1,0.7,20130.00 ,2,2
E01003378,Merton 018B,17.6,0.21,25.9,36.4,23.5,18.2,30.1,37.4,0.8,26770.00 ,2.8,2
E01003379,Merton 018C,15.9,0.2,21.9,21.3,43.5,28.3,19.4,55.3,0.5,22126.00 ,4.4,0
E01003390,Merton 018D,20.7,0.22,30.1,15.1,58.6,25.2,19.7,58.1,0.5,19577.00 ,4.8,1
E01003405,Merton 018E,14.4,0.21,17.7,31,28.7,24.6,24,41,0.8,24759.00 ,3.1,0
E01003429,Merton 019A,16.2,0.2,31.3,46.7,7.3,21.7,24.6,17.8,1.3,30326.00 ,2.1,2
E01003430,Merton 019B,22.4,0.21,48.2,31.2,43.1,22.1,23.5,45.5,0.7,22134.00 ,2.6,0
E01003431,Merton 019C,26.2,0.2,36.7,30.1,40.9,21.8,21.5,35.2,0.9,24239.00 ,2.9,0
E01003432,Merton 019D,28.7,0.22,31.9,26.8,53.7,24.1,19.8,31.5,1,22585.00 ,2.7,0
E01003433,Merton 019E,15.6,0.19,38.4,41,12.5,21.3,25.2,33.9,0.9,26762.00 ,3,0
E01003466,Merton 020A,7.8,0.16,2.8,42.1,0.7,13.6,46,18.5,1.2,43661.00 ,2.3,2
E01003467,Merton 020B,6,0.15,3.2,42.4,4,12,46.9,15.6,1.2,45395.00 ,2.2,2
E01003468,Merton 020C,7.6,0.14,2.4,48.1,1.6,12.4,42.5,16.8,1.2,42495.00 ,3,0
E01003469,Merton 020D,12.7,0.19,4,43.4,8.2,14.5,35.1,24.9,1.1,30229.00 ,3.2,0
E01003470,Merton 020E,8.9,0.19,1.7,43.3,3.8,14.6,38.1,22.2,1.1,34406.00 ,3.3,0
E01003362,Merton 021A,9.8,0.17,2.2,39.3,4,17.2,34.5,16,1.3,39403.00 ,2.3,2
E01003363,Merton 021B,7.5,0.15,3.8,45.3,0.7,15.6,32.2,13.2,1.4,36641.00 ,2,2
E01003364,Merton 021C,7.4,0.15,4.9,44.3,4.3,15.4,34.9,14.8,1.3,35715.00 ,2,2
E01003365,Merton 021D,7.2,0.18,1.8,42.1,1,18.3,36,13.9,1.3,40850.00 ,3.2,0
E01003421,Merton 021E,6.1,0.19,3.4,40,10.9,16.9,32.7,24.1,1.1,32273.00 ,2.5,2
E01003374,Merton 022A,18.3,0.19,21.6,23.8,25.8,29.1,25.9,45.2,0.7,25462.00 ,3.4,0
E01003375,Merton 022B,10.4,0.17,12.8,33.8,17.9,22.8,25.2,30.7,1,28810.00 ,3.5,0
E01003437,Merton 022C,8.1,0.17,7.2,33.1,12.7,22.6,28.7,29.3,1,29994.00 ,2.6,2
E01003440,Merton 022D,13.4,0.2,13.3,33.7,25,21.7,27.1,34.4,0.9,26153.00 ,2.2,2
E01003441,Merton 022E,16.4,0.22,18.3,33.2,28.8,24.6,26.5,31.6,0.9,25891.00 ,2.6,0
E01003427,Merton 023A,9.3,0.22,2.2,29.2,5.4,16.1,35,43.8,0.7,29506.00 ,5.3,1
E01003436,Merton 023B,15,0.2,9,37.6,28.9,25.8,22.7,29.9,1,25806.00 ,2.3,2
E01003439,Merton 023C,15.9,0.22,6.6,27.4,22.1,20.6,24.8,39.6,0.8,25492.00 ,5.2,1
E01003448,Merton 023D,17.7,0.21,7.1,33.6,32.6,22.8,25,36.3,0.8,25072.00 ,2.4,2
E01003453,Merton 023E,12.2,0.18,5.6,29.4,24.2,25.2,22.5,34.6,0.8,25649.00 ,4,0
E01003438,Merton 024A,15.7,0.2,7.7,31.5,35.1,26.5,19.7,36.6,0.8,24789.00 ,3,0
E01003449,Merton 024B,10.5,0.2,6.9,34.9,21.4,19.1,28.7,32.5,1,27981.00 ,2.9,0
E01003450,Merton 024C,17.3,0.18,10.5,33.2,32.7,26.5,20.5,32.5,0.9,25485.00 ,3.3,0
E01003451,Merton 024D,9.2,0.19,5.9,41.5,13,20.5,23.9,20.4,1.3,32119.00 ,2.9,0
E01003452,Merton 024E,15.3,0.19,10.4,23.2,55.3,27.9,19.9,38.6,0.8,24745.00 ,3.3,0
E01003417,Merton 025A,12,0.17,2.6,48.5,1.8,24,22.2,16.6,1.3,32009.00 ,2.7,0
E01003418,Merton 025B,9,0.17,6.2,48.4,1.3,23,20.4,13.7,1.4,32130.00 ,1.8,2
E01003419,Merton 025C,11.5,0.17,5.7,52.5,3.3,18.6,24.5,19,1.3,31266.00 ,1.7,2
E01003420,Merton 025D,10.9,0.16,4,50.6,2.2,21,21.7,15.2,1.3,31724.00 ,2.3,2
E01003422,Merton 025E,8.8,0.17,4.8,44.1,3.9,22.3,24.7,16.8,1.3,32129.00 ,2.3,2
E01003744,Redbridge 001A,6.6,0.14,3.4,37,2.2,19.2,34.3,11,1.5,51617.00 ,2.1,2
E01003745,Redbridge 001B,4.6,0.15,1.2,46.6,0.2,11.1,42.8,3.5,1.9,64816.00 ,1.7,2
E01003746,Redbridge 001C,4.1,0.13,2.7,35.6,1.4,16.9,39.1,11.2,1.4,54442.00 ,2.3,2
E01003747,Redbridge 001D,6.5,0.12,2.7,41.2,6.3,12.5,44.5,9.2,1.7,57253.00 ,2.6,0
E01003748,Redbridge 001E,4.5,0.15,3.5,34.4,1,15.9,43.5,13.5,1.5,59842.00 ,2.8,0
E01003749,Redbridge 001F,7.6,0.17,4,32.5,1.5,11.5,44.4,18.4,1.1,47128.00 ,3.5,0
E01003750,Redbridge 001G,7.5,0.15,3.2,31.5,15,17.5,42.2,30.2,1,43601.00 ,2.8,0
E01003720,Redbridge 002A,16.4,0.17,9.5,25.5,35.2,34.2,16.6,37.8,0.8,25692.00 ,2.8,0
E01003722,Redbridge 002B,17.7,0.19,9.6,35.7,25.1,29.7,18.3,27.2,1,26185.00 ,2.2,2
E01003723,Redbridge 002C,17.3,0.16,9.4,36.1,32.2,33.1,17.8,32,1,26292.00 ,2.5,2
E01003726,Redbridge 002D,21.3,0.19,12.1,28.7,38.4,27.1,21.1,36.5,0.9,24827.00 ,1.7,2
E01003721,Redbridge 003A,16.1,0.17,11.2,35.8,15.4,26.5,24.2,27.3,1,30196.00 ,2.7,0
E01003724,Redbridge 003B,16,0.17,6.6,41.9,11.9,22.6,26.5,16,1.4,31973.00 ,2.2,2
E01003725,Redbridge 003C,22.2,0.17,10.1,36.3,21.1,24.3,23.4,24.8,1,27795.00 ,2.3,2
E01003727,Redbridge 003D,16.8,0.16,6.4,34.7,32.4,31.4,17.3,33.6,0.9,25060.00 ,2.3,2
E01003654,Redbridge 004A,14.8,0.18,8.8,43,12.6,18.9,34.8,23.4,1.1,35373.00 ,3.3,0
E01003655,Redbridge 004B,10.4,0.16,3.6,41.1,5.1,16.3,38.6,21,1.1,43216.00 ,3.5,0
E01003658,Redbridge 004C,16.3,0.18,13.6,28.2,39.1,23.8,26.9,36.6,0.8,28252.00 ,3.2,0
E01003660,Redbridge 004D,12.4,0.19,3.9,49.3,2,16.9,29.8,13.3,1.3,42891.00 ,2.1,2
E01003656,Redbridge 005A,15.7,0.19,7.1,30.8,28.9,25,23.8,29.7,1,28455.00 ,2,2
E01003657,Redbridge 005B,13.1,0.17,6.3,39.2,7,20.9,27.7,17.1,1.3,35204.00 ,1.7,2
E01003659,Redbridge 005C,13.9,0.18,9,54.7,2,17.6,28.3,13.2,1.3,38389.00 ,1.8,2
E01003698,Redbridge 006A,12.3,0.18,4.8,47,3.5,19.3,23.1,16.6,1.3,36932.00 ,2.5,2
E01003699,Redbridge 006B,11.8,0.17,6.5,42.1,3.7,22.4,26.4,21.5,1.2,35046.00 ,3,0
E01003700,Redbridge 006C,13.5,0.2,6.9,39.7,13.3,23,25.1,20.1,1.2,31389.00 ,3.1,0
E01003701,Redbridge 006D,12.5,0.2,7,34,5.9,21.1,25.8,24.4,1.1,31608.00 ,4.2,0
E01003702,Redbridge 006E,12,0.17,7.3,35.8,5.2,23.1,25.6,27.6,1,30251.00 ,2.8,0
E01003703,Redbridge 006F,11.4,0.17,6.6,42.8,10.2,19,28.6,13.9,1.4,42484.00 ,1.5,2
E01003704,Redbridge 006G,18.6,0.19,7,36.3,23,20.8,22.2,29.3,1,29126.00 ,3,0
E01003668,Redbridge 007A,3.7,0.18,3,28.9,3.7,13.7,48.6,27.2,1,48014.00 ,3.8,0
E01003669,Redbridge 007B,5.9,0.16,3.2,42.7,2.6,9.8,48.4,15.3,1.3,53036.00 ,2.3,2
E01003670,Redbridge 007C,10.1,0.18,5.5,35.5,15.4,12.8,40,20.3,1.2,47494.00 ,2.5,2
E01003671,Redbridge 007D,8.3,0.14,4.2,53.4,0.9,13.1,40.5,10.3,1.4,53250.00 ,2.1,2
E01003672,Redbridge 007E,11.7,0.22,8.5,23.9,21.7,17.9,41.6,41.7,0.8,31887.00 ,3,0
E01003673,Redbridge 007F,7.6,0.17,3,36.8,4.3,8.8,52.3,22.8,1,47610.00 ,2.5,2
E01003674,Redbridge 007G,6.1,0.25,4.5,32.4,8.4,11.4,49.2,30.1,0.9,45309.00 ,3,0
E01003707,Redbridge 008A,10.2,0.19,10.9,45.4,8.1,20.4,28.1,13.9,1.4,34753.00 ,2,2
E01003708,Redbridge 008B,21.9,0.17,15.7,28.1,33.1,26.7,22.1,37,0.8,25284.00 ,2,2
E01003709,Redbridge 008C,10.9,0.17,7.7,40.4,3,22.4,28.9,14.4,1.4,35621.00 ,2,2
E01003710,Redbridge 008D,8.9,0.21,5.9,42.6,2,22.9,28.8,14.4,1.6,36185.00 ,1.9,2
E01003759,Redbridge 009A,6.9,0.14,3.6,45.7,1.3,14.5,40,15.7,1.3,52140.00 ,2.7,0
E01003760,Redbridge 009B,14.5,0.2,12.8,41.3,8.3,17.1,33,23.6,1.1,33246.00 ,2.3,2
E01003761,Redbridge 009C,22.8,0.15,26.8,10.2,69.6,22.5,21.3,47.1,0.6,20627.00 ,2,2
E01003762,Redbridge 009D,12,0.16,7.4,46.2,9.9,13,38.9,17.8,1.2,43690.00 ,1.9,2
E01003763,Redbridge 009E,11.1,0.16,11.8,50.7,2.6,19.1,33.9,15.2,1.4,40300.00 ,1.5,2
E01003764,Redbridge 009F,9.2,0.2,5.1,36.5,11.9,13.4,45.3,27.3,1,42484.00 ,3.4,0
E01003765,Redbridge 009G,8.6,0.2,4.1,46.6,3.3,12.5,44.7,21.3,1.1,47400.00 ,3.6,0
E01003705,Redbridge 010A,13.7,0.19,7.1,39,8.6,21.2,27.3,24.6,1.1,33051.00 ,3.5,0
E01003706,Redbridge 010B,16,0.17,7,33.4,7.7,22.2,25.7,26.3,1.1,30088.00 ,2,2
E01003711,Redbridge 010C,8.8,0.18,6.3,34.1,12.7,24.1,26.3,24.5,1.2,32364.00 ,2.7,2
E01003712,Redbridge 010D,17.4,0.2,13.5,24.8,45.7,28.3,23.7,39.4,0.9,25332.00 ,2.1,2
E01003646,Redbridge 012A,7.9,0.24,7.9,35.3,5.4,17.6,35.1,30.4,1.1,31529.00 ,3.8,0
E01003648,Redbridge 012B,5.5,0.18,3.1,40.2,0.4,19.5,32.1,11,1.5,45122.00 ,2.4,2
E01003649,Redbridge 012C,10,0.2,6.7,46.3,7.3,16.2,36,15.2,1.4,42310.00 ,2,2
E01003651,Redbridge 012D,6.4,0.21,5.2,47.2,0.6,15.6,35.6,18.9,1.4,41888.00 ,3.6,0
E01003639,Redbridge 013A,15.2,0.2,8.5,32.6,21.7,22.5,27.7,33.2,1,29688.00 ,3,0
E01003640,Redbridge 013B,11.1,0.19,10.1,44.6,5.4,19.5,30.9,18.7,1.2,35571.00 ,1.1,2
E01003641,Redbridge 013C,11.5,0.21,10.3,42.6,6.4,15.3,34.8,18.7,1.2,34907.00 ,2.3,2
E01003642,Redbridge 013D,16.2,0.18,10.4,34.9,18.1,21,29.9,24.5,1.1,30531.00 ,2.4,0
E01003774,Redbridge 014A,4.3,0.16,3.2,38.3,10.1,12.7,52.3,27.1,1,50257.00 ,2.9,0
E01003775,Redbridge 014B,7.1,0.17,3.4,33.1,2.5,12.3,53.4,20.3,1.3,51655.00 ,3.3,0
E01003776,Redbridge 014C,11.3,0.16,9.1,19,38.1,24.3,38.5,50.8,0.6,30279.00 ,3.6,0
E01003777,Redbridge 014D,4.9,0.21,2.7,35.2,4.8,10.7,57.6,32.4,0.9,51184.00 ,4.5,1
E01003778,Redbridge 014E,5.3,0.19,3.5,28.3,5.7,13.1,54.3,36.9,0.9,46882.00 ,4.7,1
E01003779,Redbridge 014F,4.4,0.12,4.2,32.5,11.2,19.3,44.9,36.7,0.8,42698.00 ,4.2,0
E01003780,Redbridge 014G,4.1,0.16,3.4,41.2,2,12.6,47.7,7.7,1.7,59047.00 ,1.8,2
E01003647,Redbridge 015A,8.2,0.24,5.5,34.2,1.5,16.4,38.1,28.1,1.1,37729.00 ,3.7,0
E01003650,Redbridge 015B,12.8,0.16,7.6,33.6,15.9,21.1,30.4,32.2,1,31065.00 ,2.9,0
E01003652,Redbridge 015C,11,0.21,4.7,47.5,3.5,15.2,38.4,14.1,1.4,42244.00 ,3,0
E01003653,Redbridge 015D,12,0.21,6.7,29.1,1.9,16.4,34.9,32.6,0.9,32188.00 ,4.2,0
E01003638,Redbridge 017A,10.3,0.24,9.1,37.3,24.1,23.6,26.2,33.4,1.1,31269.00 ,2.9,0
E01003643,Redbridge 017B,10.8,0.17,5.4,40.5,4,22.7,32.3,21.9,1.2,34494.00 ,2.7,0
E01003644,Redbridge 017C,11.4,0.19,6.4,41,4,17.5,34.7,16.5,1.2,34559.00 ,2.8,0
E01003645,Redbridge 017D,12.6,0.21,7.8,29.6,7.4,16.1,37.4,29.1,0.9,33991.00 ,3.7,0
E01003789,Redbridge 018A,5,0.18,2.6,30.7,21.8,12.6,50.4,23.7,1.2,50969.00 ,3.9,0
E01003794,Redbridge 018B,11,0.14,5.6,40.1,9.7,15.8,43.2,18.9,1.2,46911.00 ,1.6,2
E01003795,Redbridge 018C,11.1,0.14,5,40.4,2.1,13.9,49.9,12.9,1.4,56491.00 ,2.1,2
E01003796,Redbridge 018D,10.3,0.17,8,36.7,12.2,13.3,46.5,24.9,1.1,47187.00 ,3.6,0
E01003661,Redbridge 019A,14.1,0.22,15.2,45.3,8.4,20.1,28.2,22.6,1.2,32100.00 ,3.4,0
E01003662,Redbridge 019B,14,0.22,17.8,32.9,9.4,18.1,29.2,40.1,0.8,28395.00 ,4.1,0
E01003663,Redbridge 019C,8.9,0.15,12.1,36.1,6.2,30.5,20.6,23.9,1.1,30156.00 ,2.3,2
E01003664,Redbridge 019D,12.9,0.2,17.4,45.7,9.6,17.2,27.9,19.3,1.3,34186.00 ,1.1,2
E01003665,Redbridge 019E,12.1,0.19,14.2,53.3,2.8,17.5,28.3,18.1,1.2,35499.00 ,2.1,2
E01003666,Redbridge 019F,20.5,0.21,20.5,35.9,16.3,14.7,31.1,39,0.8,29421.00 ,2.1,2
E01033590,Redbridge 019H,23.3,0.28,19.4,25.8,19.8,14.3,34.1,31.3,0.9,30588.00 ,2,2
E01033592,Redbridge 019I,17.5,0.23,16.2,40.6,6.6,13.9,30.7,19,1.2,33662.00 ,2.2,2
E01003751,Redbridge 020A,11.5,0.2,7.7,38.3,6.9,19.9,32.5,24.5,1.2,30827.00 ,2.9,0
E01003753,Redbridge 020B,10.3,0.21,8.9,31.7,3.3,15.5,33.6,30.8,1,30686.00 ,3.7,0
E01003754,Redbridge 020C,8.6,0.2,7.8,38.3,8.1,18.7,34.2,29.1,1.1,30963.00 ,3,0
E01003757,Redbridge 020D,17.2,0.24,11.5,33.8,9.2,16.4,31.3,32.8,1,29198.00 ,3,0
E01003769,Redbridge 022A,15.1,0.25,11.2,24.8,5.9,19.4,30.8,40,0.9,26668.00 ,4,0
E01003770,Redbridge 022B,11.2,0.23,11.9,37.6,19,18.4,34.4,26.1,1.1,31836.00 ,2.5,2
E01003771,Redbridge 022C,18.6,0.21,9.7,34.3,10,18.4,32.8,34.9,1,28893.00 ,3.4,0
E01003773,Redbridge 022D,13.1,0.2,11.9,42.7,6,17,33.2,28.7,1,33715.00 ,3.6,0
E01003752,Redbridge 023A,9.3,0.28,8.9,39.7,7.9,15.2,39,23.5,1.1,35468.00 ,3.7,0
E01003755,Redbridge 023B,10.2,0.2,5.4,48.5,4.2,17.4,30,20.5,1.2,31462.00 ,3.4,0
E01003756,Redbridge 023C,9.7,0.22,8.5,41,5,19.7,31.7,23.5,1.2,30710.00 ,2.8,0
E01003758,Redbridge 023D,23.2,0.24,17.6,21.6,29.5,17.4,33.1,34.3,0.9,27564.00 ,2.5,2
E01003766,Redbridge 024A,9.9,0.24,9.6,38.1,3.6,21.5,27,23,1.1,28223.00 ,2.8,0
E01003767,Redbridge 024B,12.9,0.27,12.2,29.6,4.1,15.8,31.7,36.5,0.9,26143.00 ,3.4,0
E01003768,Redbridge 024C,12.8,0.28,11.1,23.9,9.1,19.3,30.4,45,0.9,26875.00 ,3.1,0
E01003772,Redbridge 024D,12.2,0.22,9.8,35.9,1.7,17.2,32.2,23.1,1.2,30270.00 ,2.3,2
E01003781,Redbridge 026A,11,0.21,9.3,24.1,7.1,17.1,37.9,39.5,0.8,31089.00 ,4.8,1
E01003782,Redbridge 026B,11.8,0.24,7,22.4,6.8,16.7,32.6,36.3,0.9,27618.00 ,4.4,1
E01003786,Redbridge 026C,11.3,0.21,9.6,44.6,3.2,13,40.1,19.7,1.2,35826.00 ,2,2
E01003787,Redbridge 026D,10.4,0.21,8.8,31.8,3.6,17.5,37.2,28.1,1.1,31632.00 ,2.8,2
E01003790,Redbridge 027A,11.8,0.15,7.6,35.9,21,15.9,43.8,27.5,1.1,41997.00 ,1.7,2
E01003791,Redbridge 027B,7.6,0.17,5.6,40.6,3.1,13.1,44.9,15.2,1.4,51271.00 ,2.7,0
E01003792,Redbridge 027C,8.3,0.16,4.9,48.4,3.7,12.8,50,18.1,1.3,54688.00 ,2.1,2
E01003793,Redbridge 027D,12,0.16,11.2,30,30.3,23.3,35.4,39.6,0.8,29548.00 ,2.2,2
E01003783,Redbridge 029A,12.8,0.29,10.9,14.5,18.6,20,34.1,61.2,0.5,25995.00 ,6.6,1
E01003784,Redbridge 029B,12.3,0.23,8.2,36.3,7.3,17.4,35.9,30.6,1,30414.00 ,3.5,0
E01003785,Redbridge 029C,12.5,0.24,8.6,20.3,9.4,14.1,38.6,49.1,0.7,29197.00 ,5.5,1
E01003788,Redbridge 029D,12.6,0.22,6,18.4,8.1,15.7,39.9,51.8,0.8,28794.00 ,5.2,1
E01003683,Redbridge 030A,18.4,0.22,10.2,32.5,7.3,18.5,26.7,31.2,0.9,24552.00 ,2.2,2
E01003684,Redbridge 030B,14.5,0.21,11.6,34.3,9.9,20.2,27.5,25.8,1,26253.00 ,2,2
E01003685,Redbridge 030C,15.6,0.28,9.8,29.7,5.3,17.9,29.2,34.3,0.9,24941.00 ,2.9,0
E01003686,Redbridge 030D,15.4,0.26,11.2,29.1,8.1,18,29.1,31.7,1.1,26429.00 ,3.1,0
E01003688,Redbridge 030F,12,0.26,9.5,23.3,10.3,21.3,30.2,39.8,1,26553.00 ,3.2,0
E01003689,Redbridge 030G,10.8,0.23,9.2,24.6,16.9,22.6,30.6,49,0.7,23763.00 ,5,1
E01033589,Redbridge 030H,9.1,0.33,10.4,8.3,12.6,6.9,58.9,72.3,0.3,31831.00 ,5.9,1
E01033591,Redbridge 030I,13.2,0.27,14.8,24.6,14.6,22.9,28.9,49,0.7,24334.00 ,3.3,0
E01003737,Redbridge 031A,8.9,0.2,4.9,37.2,10.4,21.2,31.2,21.2,1.4,35434.00 ,2.4,2
E01003738,Redbridge 031B,13.5,0.23,9.3,46,2.6,19.6,27.8,18,1.3,33645.00 ,2.9,0
E01003739,Redbridge 031C,13.2,0.25,10.6,44.8,9.1,18.5,32.9,21.6,1.1,30794.00 ,2.3,2
E01003740,Redbridge 031D,11.6,0.21,7.9,43.5,8.7,19.9,34,21.7,1.3,31784.00 ,2.3,2
E01003741,Redbridge 031E,10.7,0.21,7.8,36.4,12.3,25.5,25.7,30.6,1,30278.00 ,3,0
E01003742,Redbridge 031F,18.8,0.21,10.5,40,5.3,18.1,29.6,27.8,1.1,29323.00 ,3.4,0
E01003743,Redbridge 031G,16.1,0.24,13,38.5,4.4,21.4,27.1,25,1.1,27396.00 ,2.6,0
E01003728,Redbridge 032A,14,0.29,13.6,16.9,20.9,14.9,40.4,54.7,0.5,26814.00 ,5.6,1
E01003729,Redbridge 032B,13.9,0.25,10.3,22.6,18.4,25.2,25.5,54.2,0.6,21622.00 ,3.8,0
E01003730,Redbridge 032C,14.2,0.27,12.1,31.2,7.2,21,27.9,36.5,0.9,23716.00 ,3,0
E01003732,Redbridge 032D,34.1,0.19,26.1,14.4,38,23.4,29.7,58.3,0.5,23476.00 ,1.8,2
E01003733,Redbridge 032E,16.4,0.29,13,36.9,7.5,17.2,35.1,37.1,0.8,25223.00 ,2.8,0
E01003731,Redbridge 033A,20.1,0.26,13.6,29.8,17,20.6,28.6,38.7,0.8,23605.00 ,2.8,0
E01003734,Redbridge 033B,12.6,0.22,10.9,33.7,8.9,20.3,29.2,40.4,0.8,26440.00 ,3.5,0
E01003735,Redbridge 033C,32.2,0.2,24.2,13.9,49,22.3,27.3,52,0.6,20766.00 ,2.9,2
E01003736,Redbridge 033D,23.2,0.22,17.2,36.2,17.5,18.3,32.8,34.1,0.9,27225.00 ,3.2,0
E01003713,Redbridge 034A,11.9,0.26,12,37.2,4.2,18.5,31.2,22.5,1.2,30292.00 ,3.6,0
E01003714,Redbridge 034B,12.5,0.22,12,35.4,5.3,17.8,27.3,31.5,0.9,27366.00 ,4,0
E01003715,Redbridge 034C,13.3,0.27,9.3,31,4.8,17.4,31,32.4,1,28346.00 ,3.8,0
E01003716,Redbridge 034D,11.3,0.22,9.3,37,13.2,17.7,32.1,27.1,1.2,30448.00 ,3.2,0
