lsoa,names,lone_parent_household,young_pepople_percent,ethnic_black,birth_not_uk ,tenure_mortgage_loan,tenure_social,no_qualifications,level_4_qualifications_above,no_cars,cars_per_household,median_annual_household_income,ptal_average,cluster_id
E01003020,Lambeth 016A,13.9,0.29,26.4,34.9,23.6,31.9,11.2,54.7,62.3,0.4,36560,6.4,1
E01003050,Lambeth 016B,8.7,0.37,25,35.4,18.1,33.5,11.3,58.1,69,0.3,35198,7.2,1
E01003052,Lambeth 016C,24.7,0.25,53.5,47,9.6,70.6,19.3,26.6,69.7,0.4,23261,5.7,1
E01003055,Lambeth 016D,8.2,0.32,22,33.8,20.9,38.6,14.4,55.1,66.7,0.4,35826,7.3,1
E01003176,Lambeth 016E,24,0.21,39.8,41.2,8.2,52.9,18.8,36.1,73.7,0.3,25750,7,1
E01003029,Lambeth 017A,7.3,0.33,13.8,38.7,20.2,27.6,10,61.7,56,0.5,44938,4.4,0
E01003032,Lambeth 017B,15.3,0.33,25.1,38.6,15.9,44.4,14.1,47.3,62.1,0.5,32779,6.1,1
E01003041,Lambeth 017C,19.2,0.31,28.5,40.1,14,49.9,18.9,48,69.5,0.3,30229,6.4,1
E01003057,Lambeth 017D,19.8,0.37,34.9,39.8,14,56.5,16.4,47,65.3,0.4,30241,5.8,1
E01003043,Lambeth 018A,12.7,0.32,27.2,34.9,22.5,32.7,10.7,59.2,62.2,0.4,40698,5.8,1
E01003044,Lambeth 018B,19.6,0.21,63.7,48.9,4.3,81.2,19.3,30.7,69,0.3,26074,2.7,0
E01003051,Lambeth 018C,22.7,0.31,42.6,41.5,8.9,43.9,17.3,36.9,71.9,0.3,26717,4.9,0
E01003071,Lambeth 018D,11.3,0.28,16.4,30.5,25.1,22.6,7.8,66.1,56.3,0.5,47734,4.9,1
E01003074,Lambeth 018E,12.2,0.21,23.3,31,27.7,30.5,9.2,57.4,62.2,0.4,42138,5.2,1
E01003026,Lambeth 019A,3.4,0.31,7.4,31.9,29.4,12,5.1,73.6,43.9,0.7,60750,3.9,0
E01003027,Lambeth 019B,5.2,0.22,3.4,27.2,43.5,4.4,3.4,72.4,26.9,1,73880,3.5,0
E01003028,Lambeth 019C,11,0.26,11.2,29.6,24.9,25.4,8.7,62.2,43,0.8,51442,2.9,0
E01003030,Lambeth 019D,5,0.34,5.2,33.5,29.1,8.2,5.7,73.2,47,0.6,59545,4.5,1
E01003033,Lambeth 019E,8.4,0.23,12.1,30.3,31.5,20,7.4,63.6,34.5,0.8,59524,3.3,0
E01003018,Lambeth 020A,7.4,0.32,14.6,37.2,22.6,14.5,8.8,64.2,65.7,0.4,41815,5.6,1
E01003171,Lambeth 020B,11.9,0.27,28.9,35,27,28.8,10.6,54.9,60.1,0.5,32753,4.4,0
E01003173,Lambeth 020C,7.5,0.25,21.9,33.9,34.1,9.5,9.3,54.6,48,0.6,43419,3.7,0
E01003177,Lambeth 020D,13.5,0.3,28.3,38.7,19.9,33.7,11.4,53,59.5,0.5,33325,4.9,1
E01003178,Lambeth 020E,7.3,0.29,18.9,33.3,27.4,21.6,11,58.1,56.9,0.5,45144,5.3,1
E01003021,Lambeth 021A,16.4,0.27,29.7,33.8,15.1,55.2,26.8,29.1,63.3,0.4,26661,4.1,0
E01003022,Lambeth 021B,11.6,0.3,21.6,35.9,27,31.8,10.3,53.2,55.1,0.5,39763,3.8,0
E01003023,Lambeth 021C,11.7,0.31,21.9,39.9,23.3,23,10.6,52.9,62.3,0.4,33824,5.9,1
E01003024,Lambeth 021D,24.2,0.26,45.2,44.4,15.9,55.6,18.6,33.6,67.6,0.4,26127,4.7,1
E01003025,Lambeth 021E,17.1,0.24,32.6,40.8,24.7,36.5,17.3,40.4,54.2,0.5,30272,4.5,0
E01003136,Lambeth 022A,12.1,0.25,25.1,40,23.7,24.6,10.4,46.9,60.8,0.5,31203,5.6,1
E01003137,Lambeth 022B,20,0.24,31.9,46,17.9,39.2,17.7,35.3,64.1,0.4,26504,6.4,1
E01003159,Lambeth 022C,18.7,0.26,33,47.9,12,56.1,17.6,37.5,55.4,0.5,28758,3.4,0
E01003160,Lambeth 022D,30.1,0.27,46.4,50.4,7.7,74.7,19.9,27.9,64.9,0.4,24150,3.9,0
E01003162,Lambeth 022E,28.1,0.22,47.2,50.1,10.8,64.1,20.6,23.5,61.9,0.4,23101,4.7,0
E01003031,Lambeth 023A,12.6,0.4,19.7,35.5,21.1,39.2,10.2,55.6,59.6,0.5,35327,3.7,0
E01003156,Lambeth 023B,10.7,0.25,16.1,25.7,28.9,32.2,13.3,54.9,44.2,0.6,43416,2.6,0
E01003157,Lambeth 023C,9.2,0.22,13.7,23.4,39.3,16.5,7.7,65.1,34.5,0.7,57257,3.7,0
E01003158,Lambeth 023D,4.7,0.24,5.4,20.7,41.4,14.8,7.9,69.8,36.5,0.7,60091,2.4,2
E01003161,Lambeth 023E,12.4,0.3,17.1,38.6,24.3,30.3,13.9,57.7,52,0.6,41812,3.6,0
E01003163,Lambeth 023F,12.2,0.26,16.2,36.4,32,20.6,12.6,48.6,36.6,0.9,41011,3.6,0
E01003132,Lambeth 024A,23.1,0.2,38.9,41.1,20.9,49.1,25.9,29.6,59,0.5,26741,2.8,2
E01003172,Lambeth 024B,20.4,0.24,37.7,37.4,21.1,49.9,16.7,39.1,58.4,0.5,28614,3.2,0
E01003174,Lambeth 024C,29.3,0.24,52,43.4,11.7,60.7,18,27.6,66.3,0.4,23652,4.8,1
E01003175,Lambeth 024D,29.4,0.24,46.4,34.7,17.3,59,20.9,27.7,55.6,0.5,27313,2.9,0
E01003179,Lambeth 024E,29.8,0.26,48.3,48.8,11.2,73.5,16.5,30.2,65.9,0.4,24137,2.8,0
E01003164,Lambeth 025A,14.7,0.24,24.3,36.4,19.7,27.3,12.8,47.1,59.6,0.5,33060,6.2,1
E01003165,Lambeth 025B,15.6,0.17,19.8,29.8,27.7,28.7,13.7,51.1,43.8,0.8,41411,3.2,0
E01003168,Lambeth 025C,23.2,0.23,29.6,23.4,7.4,73.4,24.8,26.5,51.8,0.6,27163,4.3,1
E01003169,Lambeth 025D,14.4,0.21,25.1,32.2,29.7,29.5,11.2,51.6,51.9,0.6,36745,5.3,1
E01003170,Lambeth 025E,8.9,0.13,9.9,23,35.5,11.5,8.6,62.7,32.7,0.9,55229,3.9,0
E01003130,Lambeth 026A,8.7,0.21,16.3,42.1,30.9,7.8,11.6,50,53.9,0.6,40284,6.7,1
E01003131,Lambeth 026B,10.7,0.25,14.6,34.4,31.3,14.9,10.2,52.6,46.8,0.8,45284,6.3,1
E01003135,Lambeth 026C,13.7,0.25,23,35.5,27.1,39.9,14.6,41.9,55,0.5,31984,5.4,1
E01003138,Lambeth 026D,4.9,0.24,8.1,29.3,35.7,8.9,7.2,63.8,39.9,0.7,54304,4.4,0
E01003151,Lambeth 026E,24.4,0.22,38.3,45,15,51.8,20.5,32.9,66.8,0.4,23890,5.7,1
E01003079,Lambeth 027A,19.9,0.2,32.9,34.9,24.6,36.9,16,37.5,55.9,0.5,30258,4.6,1
E01003080,Lambeth 027B,11.2,0.21,22,36.5,38.8,12.2,9.6,48.7,38.2,0.8,38263,3.8,0
E01003133,Lambeth 027C,13.2,0.23,16.9,38.3,27.1,22.5,12.1,49.4,50.7,0.6,38491,5.7,1
E01003134,Lambeth 027D,13.4,0.2,21.4,33.6,34.4,22.1,13.7,45.2,44.9,0.7,41125,3.9,0
E01003152,Lambeth 027E,12.9,0.24,22.3,43.7,30.4,7.4,12.6,48.3,41.7,0.8,41027,3.3,0
E01003064,Lambeth 028A,10.2,0.2,15.3,29.2,41.4,9.2,8.2,60.6,37.4,0.8,49014,2.5,2
E01003066,Lambeth 028B,18.8,0.21,34.5,38.7,24.6,39,19.9,33.8,51.8,0.6,29159,4.4,1
E01003081,Lambeth 028C,15.9,0.22,31.1,42.1,21.6,25.3,11.8,39.9,56.5,0.5,31247,4.9,1
E01003166,Lambeth 028D,14.8,0.22,21.7,39.5,24.6,16.6,11.4,49.5,54.4,0.6,35873,6.4,1
E01003167,Lambeth 028E,10.1,0.14,10,22.9,38.8,11,9.1,60.6,32.2,0.9,54743,5,1
E01003116,Lambeth 029A,12.3,0.21,17.1,33.9,31.2,18,14.9,47,36.4,1,43436,4.4,1
E01003117,Lambeth 029B,10.3,0.28,15.7,37.2,22.8,18.3,13,49.1,53.6,0.6,36132,6.5,1
E01003118,Lambeth 029C,7.4,0.25,9.6,40.7,27,13.2,12.6,49.2,44.3,0.8,42453,6,1
E01003153,Lambeth 029D,7.8,0.33,14.3,48.7,25.8,6.5,8.4,49,58.8,0.5,35417,6.9,1
E01003155,Lambeth 029E,8.3,0.23,16.3,40.6,32.8,9.7,13.7,43.5,46.4,0.7,40208,5.7,1
E01003083,Lambeth 030A,12.3,0.18,24.2,36.2,37.4,17.3,14.8,41.1,39.7,0.8,42398,3.3,0
E01003084,Lambeth 030B,9.5,0.2,20.4,29.6,37.9,13.7,9.1,50.2,41.8,0.7,42904,4.9,1
E01003085,Lambeth 030C,14.9,0.17,21,31.6,37.6,19.9,15.8,38.5,34.3,0.9,38450,3.7,0
E01003149,Lambeth 030D,12.7,0.19,16.7,34.5,37.2,5.8,11.2,45.6,34.3,0.9,43995,2.5,2
E01003154,Lambeth 030E,17.3,0.22,32.8,39.2,21.8,36.9,19,32.4,52.9,0.6,28854,2,2
E01003065,Lambeth 031A,25.1,0.23,41.2,31.3,17.4,58.6,25.9,25.8,53.9,0.5,25208,2.7,0
E01003068,Lambeth 031B,25.1,0.16,29.8,28.1,29.8,36.1,22.4,33,49.9,0.6,30439,3.1,0
E01003082,Lambeth 031C,18.1,0.16,34.4,35.5,25,43.8,21.4,34.2,50.4,0.6,29310,4.7,1
E01003086,Lambeth 031D,26,0.19,44.6,33.5,23,51.6,22.1,26.6,54.3,0.5,25663,3.3,0
E01003087,Lambeth 031E,29.1,0.18,41.9,37.4,16.5,56.6,24.5,24.4,61.9,0.4,23251,3.3,0
E01003113,Lambeth 032A,12.1,0.26,22.2,40.8,27.8,15.1,11,47.1,50.2,0.6,33675,5.7,1
E01003114,Lambeth 032B,12.2,0.26,20.7,41.6,30.1,9.2,10.7,47.8,48.9,0.6,35271,5.4,1
E01003119,Lambeth 032C,9.1,0.26,15.2,40.9,27.7,8,11.5,47.2,51.8,0.6,36057,6,1
E01003120,Lambeth 032D,10.6,0.25,23.4,48.5,19.5,12.1,14.9,39,64.3,0.4,29760,6.9,1
E01003148,Lambeth 032E,10.1,0.2,24.4,34.2,37.8,14.7,11.2,47.3,47.6,0.6,37147,3.5,0
E01003150,Lambeth 032F,17.8,0.22,29.1,42.3,20.8,32,16.5,39.3,57.7,0.5,29510,5.7,1
E01003062,Lambeth 033A,13.8,0.2,18.5,27.3,26.7,27.4,13.2,50.4,51.4,0.6,36246,5.7,1
E01003063,Lambeth 033B,21.4,0.19,35.7,31.9,23.5,51.2,21.6,34.6,57.2,0.5,26224,4.1,0
E01003067,Lambeth 033C,16.9,0.19,21.3,27.9,33.9,17.5,14.2,47.3,39.7,0.8,41549,3.2,0
E01003069,Lambeth 033D,23.7,0.17,27.8,25.9,31.3,32.9,20.7,34.6,40.8,0.7,30448,3.6,0
E01003070,Lambeth 033E,24.7,0.2,40.5,34.5,18.8,56.8,22.2,29.8,55.7,0.5,26965,3.7,0
E01003115,Lambeth 034A,17.2,0.25,29.7,38.3,27.1,19.9,12.5,44.6,56.2,0.5,34077,5.7,1
E01003141,Lambeth 034B,17.2,0.19,31,42.2,26.4,22.8,18.8,37.8,46.5,0.7,31603,4.4,0
E01003144,Lambeth 034C,7.1,0.19,17.3,29.2,41.7,5,14.6,44.7,21.2,1.2,52013,3.4,0
E01003145,Lambeth 034D,11.2,0.25,19.5,45.9,23.5,12.8,14.3,41.3,58,0.5,32600,5.3,1
E01003147,Lambeth 034E,13.6,0.24,23.4,43.3,30,18.8,14.7,38.7,47.3,0.6,32690,4.6,1
E01003139,Lambeth 035A,14.9,0.22,25.3,49.6,32.8,5.5,18.5,32.8,38.2,0.8,30758,4,0
E01003140,Lambeth 035B,19.1,0.21,32.2,48.6,35.4,7.3,17.7,31.7,27.8,1,31934,3.5,0
E01003142,Lambeth 035C,16.1,0.2,24.4,48.8,31.6,7.9,20.1,26.1,33.8,0.9,29114,3.7,0
E01003143,Lambeth 035D,19,0.21,36.3,45.3,28.3,33.9,20,27,42.6,0.7,28270,3.3,0
E01003146,Lambeth 035E,22.3,0.26,35.7,49.1,30.9,20.8,15.6,28,45,0.7,29340,3.9,0
E01003013,Lambeth 036A,3,0.39,5.1,56.6,10.9,9.8,4,66.5,66.2,0.4,56449,7.7,1
E01003014,Lambeth 036B,11.1,0.33,13.5,34.4,15.3,46.2,16.6,43.9,64.5,0.4,33299,7.8,1
E01003016,Lambeth 036C,9.3,0.54,11.3,49.4,11.4,30.2,8,39.3,65.2,0.4,42496,8,1
E01003017,Lambeth 036D,9.9,0.23,14.3,33.9,7.9,59.9,18.1,43.9,66.9,0.4,36295,8,1
E01032582,Lambeth 036E,11.8,0.31,17.7,43.2,12.4,40.9,17.6,49.2,74.8,0.3,33144,8,1
E01003244,Lewisham 001A,25.6,0.22,49.8,47.3,5.3,79,16.6,32.7,66.3,0.4,23142,2.5,2
E01003245,Lewisham 001B,32.4,0.25,37.9,38.4,6.3,72.8,22.7,28.5,58.7,0.5,25228,4.1,0
E01003247,Lewisham 001C,7.2,0.41,13.3,50.8,22.8,21.2,12.3,44.4,55.2,0.6,35868,3.8,0
E01003249,Lewisham 001D,14.6,0.31,28.6,43.6,12.6,46.9,15.8,39.7,60.9,0.5,29507,1.8,2
E01003250,Lewisham 001E,16.8,0.32,34.4,47.2,15.3,52.7,17.4,42.5,63.3,0.5,28322,3.3,0
E01003246,Lewisham 002A,23.1,0.27,39.5,42.3,17.2,56,21,31.5,58,0.5,25389,2.7,2
E01003248,Lewisham 002B,20.3,0.26,35.7,44.6,13.6,50.3,17.8,33.8,63.8,0.4,25269,2.6,0
E01003251,Lewisham 002C,26.4,0.29,41.8,46.1,5.8,70.4,22.6,22.3,61.1,0.4,22055,3.3,0
E01003252,Lewisham 002D,33.6,0.21,45.2,43.9,8,80.4,26.9,21.1,65.7,0.4,20547,3.2,0
E01003253,Lewisham 002E,17.3,0.26,34,41.9,13.3,52,21.2,32.7,67,0.4,24532,4.4,1
E01003297,Lewisham 003A,15.3,0.28,41,57.7,23.7,16.2,11.1,39.3,67.1,0.4,27403,1.5,2
E01003299,Lewisham 003B,19.7,0.29,31.8,36.4,21.2,40.4,19.5,37.2,64.7,0.4,28752,6.6,1
E01003301,Lewisham 003C,11.7,0.37,30.5,47.5,27.5,22.7,11.2,38,51.8,0.6,30821,4.2,0
E01003302,Lewisham 003D,20.4,0.23,44.6,47.4,21.4,46.9,20.5,32.7,62.3,0.4,25702,2.7,0
E01003305,Lewisham 003E,19.9,0.23,35.2,35.3,16.8,52,26.1,31,51.5,0.6,27210,3.5,0
E01003207,Lewisham 005A,20.7,0.26,37.5,41.3,7.2,59.3,21.8,31.5,68.9,0.4,24908,7,1
E01003209,Lewisham 005B,17,0.39,32.6,40,17.5,44.7,12.1,39.7,59.9,0.5,28181,6.6,1
E01003210,Lewisham 005C,10.6,0.28,21.1,35.7,22.2,24.7,11.5,51.4,60.5,0.5,38034,6.2,1
E01003212,Lewisham 005D,12.2,0.3,27.7,34.1,27.7,23.1,11.4,46.3,52.1,0.6,34747,4.8,1
E01003215,Lewisham 005E,10.4,0.49,19.5,41.3,12.2,27.3,7.8,41.6,70,0.4,29501,7.4,1
E01003338,Lewisham 006A,18.8,0.23,44,48.3,8.8,62.9,22.8,28,66.1,0.4,23841,6.8,1
E01003339,Lewisham 006B,10.5,0.29,28.9,39.6,18.3,38.3,15.2,42.4,56.9,0.6,31040,6,1
E01003340,Lewisham 006C,8.7,0.38,14,35.3,23.7,16.1,9.7,53.3,61,0.5,39177,6.9,1
E01003341,Lewisham 006D,14.5,0.24,13.9,25.9,26.2,23.2,11.3,54.9,44.8,0.7,43870,5.1,1
E01003343,Lewisham 006E,14.4,0.23,21.4,33.1,26.8,28,12.7,46.4,47.6,0.6,33292,4.3,0
E01003199,Lewisham 007A,10,0.2,8,28.5,32,16.2,8.5,60.4,38.1,0.8,55324,4.6,0
E01003201,Lewisham 007B,17.9,0.22,20.6,29.2,22.5,46.5,18.2,42.8,51.3,0.6,36331,7.7,1
E01003204,Lewisham 007C,13.8,0.2,18.3,26.8,25.7,35,14.2,51.4,42.3,0.7,42262,4.2,0
E01003205,Lewisham 007D,32.7,0.26,42.1,41.9,9.6,76.3,23.1,24.3,59.8,0.5,24809,5.5,1
E01003206,Lewisham 007E,7.9,0.16,9.6,29.8,28.1,22.1,10,60.6,37.4,0.8,52174,5.7,1
E01003211,Lewisham 008B,10,0.23,19.5,29.8,26.8,25.2,10.4,53.2,54.4,0.6,40147,5,1
E01003213,Lewisham 008C,11.1,0.27,18.8,33.7,28.2,21,8.9,53.6,47.4,0.6,42532,4.8,1
E01003214,Lewisham 008D,17.4,0.25,31.7,34,20.4,38,14.7,41.7,56.2,0.6,29777,4.9,1
E01033324,Lewisham 008E,15,0.25,22.4,28.9,22.9,43.1,19.6,42.5,50.9,0.6,32290,6,1
E01033325,Lewisham 008F,1.3,0.41,3.9,53.8,24.2,1.6,1.4,75.4,69.5,0.3,48395,5.9,1
E01003198,Lewisham 009A,11.9,0.14,13.6,22.7,31.8,28.2,14.3,56.5,41.3,0.7,49995,4.1,0
E01003200,Lewisham 009B,3.8,0.21,2.2,22.5,23.3,12.6,7.2,64.4,37.6,0.8,59639,4.8,1
E01003202,Lewisham 009C,4.3,0.15,3.1,25.4,27.9,5.2,9.1,63.6,33.4,0.8,60784,3.9,0
E01003203,Lewisham 009D,8.9,0.21,20,37.1,21,34.8,16.8,47.6,60.7,0.5,33461,3.6,0
E01003336,Lewisham 010A,26.2,0.19,50.1,39.7,14.6,62.2,20,30.3,60.3,0.5,24153,4.2,0
E01003337,Lewisham 010B,27.7,0.18,51.7,40.2,11.2,70.7,20.1,23.2,60.2,0.5,25788,3.5,0
E01003342,Lewisham 010C,13.1,0.22,26.1,35.6,30.1,16.2,10.8,52.8,53.4,0.6,37429,4.8,1
E01003344,Lewisham 010D,13.8,0.26,25.6,32.7,26.4,32.1,11.7,49.2,50.3,0.6,37122,4.9,1
E01003345,Lewisham 010E,11.3,0.27,26.3,36.8,28.4,22.9,12.6,48.7,49.4,0.6,36367,4.9,1
E01003273,Lewisham 011A,13.2,0.35,21.4,45.5,32.7,30.5,11.3,43.7,48.8,0.6,30399,4.5,0
E01003277,Lewisham 011B,14.1,0.22,25.3,30,29.2,27.6,10.1,51.7,53.3,0.6,41106,4.3,0
E01003278,Lewisham 011C,11.4,0.29,29.6,41.2,28.3,22.5,11.3,45,55.5,0.5,36253,6,1
E01003279,Lewisham 011D,11.6,0.2,19.3,28.5,37.9,17.1,12.7,48.7,41.3,0.7,42967,4.8,0
E01003288,Lewisham 012A,17,0.24,28.3,40.4,16,47.1,22.4,33.3,59.1,0.5,28261,6.6,1
E01003290,Lewisham 012C,15.2,0.32,33.2,42.3,18.6,33.2,16.8,41.6,59.9,0.5,27937,4.7,1
E01003291,Lewisham 012D,25.4,0.21,37.8,37.6,13.3,63.9,24.4,27.6,67,0.4,24393,5,1
E01003296,Lewisham 012E,11.1,0.29,22.8,49.3,18.7,21.4,14,49.5,67.5,0.4,32357,7,1
E01033327,Lewisham 012F,8.4,0.28,22.2,45.2,20.5,12.2,12.2,47.3,61,0.4,31725,7.3,1
E01033341,Lewisham 012G,21.1,0.25,28.7,45.2,18.5,35.2,15.9,37.9,58.6,0.5,28528,7.3,1
E01003282,Lewisham 013A,11.2,0.29,18.1,41.5,30.8,20.2,12.1,49.9,51.1,0.6,36765,4,0
E01003283,Lewisham 013B,6.7,0.15,8.2,22.8,36.7,10.3,11.5,58.6,38.5,0.7,52174,3.2,0
E01003284,Lewisham 013C,11.5,0.18,20,27,36.6,19.1,13.6,47.8,38.4,0.7,41439,3.3,0
E01003286,Lewisham 013D,17.2,0.16,23.4,29.6,16.9,53.6,26.6,28.7,57.1,0.5,28587,3.9,0
E01003272,Lewisham 014A,10.7,0.29,17.8,36.1,28.4,19.7,10.7,45.2,46.7,0.6,37448,4.8,1
E01003274,Lewisham 014B,14.6,0.22,23.1,35.5,33.8,15,10.3,49.9,48.4,0.6,40147,4.3,0
E01003275,Lewisham 014C,20.2,0.2,31.9,35.3,31.1,35.8,21.8,29.7,45,0.7,29465,3,0
E01003276,Lewisham 014D,16.6,0.19,23.4,29.3,36.6,22.4,15.2,41.7,36.1,0.8,39999,4,0
E01003225,Lewisham 015A,14.6,0.14,19.6,26.8,50.2,5.9,13.7,46.7,29.5,0.9,47112,3,0
E01003231,Lewisham 015B,14,0.24,27.6,34.7,27.8,18.9,15.7,46.1,49.2,0.6,36690,4.3,0
E01003232,Lewisham 015C,12.2,0.18,19.7,31.2,37.3,12.9,14.7,42.5,31.7,0.9,45265,4.4,0
E01003233,Lewisham 015D,9.7,0.17,22.7,32.4,42,11.7,15.1,47.5,36.5,0.8,42302,3.8,0
E01003280,Lewisham 016A,21.4,0.19,26.1,30.9,28.7,31.8,20.9,30.6,36.3,0.9,30142,3.4,0
E01003281,Lewisham 016B,9.8,0.15,15.4,22.5,39.9,16.3,14,40.1,29.1,1,45074,3.3,0
E01003285,Lewisham 016C,9.1,0.18,12.4,30.2,29.6,7.4,11.1,46.8,37,0.8,45667,4,0
E01003287,Lewisham 016D,8.9,0.16,10,23,38.9,13.8,10.7,57.5,31.7,0.9,51285,3.9,0
E01003292,Lewisham 017A,12.5,0.21,26.1,38.5,39.2,9.3,12.4,47,45.3,0.7,38913,3.9,0
E01003293,Lewisham 017B,16.7,0.21,33.3,37.8,30,21.3,16.3,41.1,56.7,0.5,30768,4.2,0
E01003295,Lewisham 017D,13.9,0.22,32.1,37.9,34.5,19.8,17.3,40.1,46.7,0.7,31157,3.7,0
E01033320,Lewisham 017E,11.2,0.19,30.5,37.3,32.2,20.3,15.7,41.8,44.3,0.7,34233,2.9,0
E01033322,Lewisham 017F,11.1,0.26,23.5,39.1,28.6,16.8,8.9,52.8,49.7,0.6,37494,3.6,0
E01003319,Lewisham 018A,16.8,0.18,36.8,41.6,24.9,24.7,20.2,30.1,55.3,0.6,28932,6,1
E01003320,Lewisham 018B,22.8,0.19,42.8,35.6,24.6,36,20.6,28.8,51.2,0.6,27207,3.3,0
E01003323,Lewisham 018C,16.2,0.23,38.7,41,33.3,23.1,16.5,35.7,51,0.6,31018,4,0
E01003325,Lewisham 018D,20.5,0.19,40.5,39.4,28.1,28.7,18.2,31.8,56.4,0.5,29218,5.3,1
E01003226,Lewisham 019A,9.9,0.24,16.3,28.5,37.1,6.8,10.5,47.3,42.7,0.7,42087,5.4,1
E01003227,Lewisham 019B,9,0.19,16.3,27.5,40.9,12.4,13.5,47.7,33,0.9,46752,4.2,0
E01003228,Lewisham 019C,10.3,0.14,15.3,22.8,41.3,10.7,14.5,55.1,41.5,0.7,49537,4.6,1
E01003229,Lewisham 019D,16.7,0.19,28.8,33.6,22.9,34.5,23.1,34.3,58.5,0.5,28423,3.6,0
E01003230,Lewisham 019E,17.9,0.19,31.6,32.2,29.8,30.9,16.9,39.3,47.1,0.7,33436,3.2,0
E01003317,Lewisham 020A,13.5,0.18,30.5,31.5,33.4,12.8,15.1,37.6,41.6,0.8,32165,4.9,1
E01003318,Lewisham 020B,17.6,0.24,37.4,43.1,20.7,20.7,18.2,33.3,61.3,0.5,28628,6.6,1
E01003321,Lewisham 020C,13.7,0.25,36.5,31.5,28.3,27.2,16.9,32.8,52.8,0.6,30641,5.1,1
E01003322,Lewisham 020D,15.3,0.2,34.1,36.3,31.7,18.2,16.3,36.7,50.9,0.6,32581,4.6,1
E01003324,Lewisham 020E,15.1,0.19,45,44.2,17.1,49.1,20.1,28.4,62.4,0.4,25612,6.2,1
E01003254,Lewisham 021A,7.1,0.13,11.6,26.2,37.5,13.3,12.4,54.5,29.9,1,55964,3.7,0
E01003255,Lewisham 021B,8.1,0.21,16.3,33.6,29,14,9.5,56.4,56.1,0.5,41823,5.2,1
E01003260,Lewisham 021C,21,0.16,19.6,30.6,31.1,18.6,11.7,46.1,31.6,0.9,45788,3.1,0
E01003261,Lewisham 021D,15,0.16,19.9,23.8,36.8,26,12.1,45.7,34.2,0.9,45283,4.2,0
E01003262,Lewisham 021E,14.1,0.15,20,31.1,31.9,24.4,11,49.7,49.4,0.7,42809,4.1,0
E01003217,Lewisham 022A,15.8,0.17,37.1,31.1,51.3,6.8,19.3,34,32.3,0.9,35194,2.9,0
E01003218,Lewisham 022B,16.5,0.17,35.2,28.6,46.8,12.1,15.3,35.6,28.8,1,39055,2.7,0
E01003220,Lewisham 022C,13.9,0.2,32.6,32,37.6,18,18.2,35.8,42.7,0.8,34794,3,0
E01003222,Lewisham 022D,18.3,0.18,39.5,30.8,42,14.6,19.1,31.8,33.9,0.9,32609,2.7,0
E01003224,Lewisham 022E,18.8,0.2,36.2,34.3,46.6,11.2,15.7,34.2,35,0.9,35051,3,0
E01003263,Lewisham 023A,17.9,0.16,20.1,26.6,28.3,32.6,24,29.4,45.1,0.7,29863,4.5,1
E01003268,Lewisham 023B,12.4,0.21,19.4,29.9,36.1,21,18.1,34.4,33,0.9,35896,3.1,0
E01003269,Lewisham 023C,17.9,0.2,17,26.5,32.3,29.8,21.6,32.2,36.5,0.9,33412,2.8,0
E01003270,Lewisham 023D,11.7,0.21,17.6,26.3,47.6,4.3,13.7,36.9,27,1,42138,2.3,2
E01003271,Lewisham 023E,11,0.15,11.3,22,44.9,3.9,19.4,33.9,14,1.4,48215,2,2
E01003307,Lewisham 024A,13.7,0.15,26.6,29.7,36.7,20.7,17,39.7,39.7,0.8,36647,3,0
E01003308,Lewisham 024B,14.9,0.16,24.4,34,35,26,16.7,41.6,42.8,0.7,37520,3.3,0
E01003314,Lewisham 024C,15.2,0.17,24.2,27.8,41.1,17.4,10.8,46.8,37.8,0.8,43938,3,0
E01003315,Lewisham 024D,10.7,0.22,23.2,31,28.4,24.9,14.8,51.8,47.9,0.6,37561,4.5,1
E01003316,Lewisham 024E,11.8,0.18,19.3,25.2,39.7,15.1,15.6,42.1,37.9,0.8,43404,3.2,0
E01003216,Lewisham 025A,12,0.21,33.7,33.9,41.9,15.1,15.2,35.2,34.7,0.9,37481,4.1,0
E01003219,Lewisham 025B,13.5,0.19,37.6,31.9,45.2,9,16.6,33.5,27.7,1,38131,1.9,2
E01003221,Lewisham 025C,17.4,0.21,33.9,33.7,34.3,19.8,18.8,35.1,42.1,0.8,33142,4.7,1
E01003223,Lewisham 025D,10.9,0.21,32.5,32.5,43.8,4.5,17.9,33,24.9,1.2,40243,3.8,0
E01003346,Lewisham 026A,24.7,0.2,31.2,26.5,34.1,33.9,30.2,20,39.3,0.9,27355,2,2
E01003349,Lewisham 026B,26.4,0.19,24.4,22.5,23.5,50.5,28.1,21.2,43.3,0.7,27234,3.9,0
E01003351,Lewisham 026C,25.7,0.16,29,26.3,30.6,40.7,31.4,19.2,42.4,0.7,25915,2.5,2
E01003354,Lewisham 026D,14.6,0.19,39.6,32.5,48.1,6.3,17.5,32.2,34.5,0.9,32824,2.2,2
E01003309,Lewisham 027A,22,0.2,31.2,35.5,21.6,48.7,23.8,32.1,53.8,0.6,26755,3.9,0
E01003310,Lewisham 027B,15.6,0.24,26.9,34.2,19.2,37.3,16,40.6,61.1,0.5,29871,4.7,1
E01003311,Lewisham 027C,11.2,0.15,21.2,27.4,38.3,10.9,16,41.5,29.1,1,42890,3,0
E01003312,Lewisham 027D,13.9,0.19,20.1,26.3,36.3,15.4,13.7,44.4,40.4,0.8,39383,3,0
