lsoa,names,lone_parent_household,young_pepople_percent,ethnic_black,birth_not_uk ,tenure_mortgage_loan,tenure_social,no_qualifications,level_4_qualifications_above,no_cars,cars_per_household,median_annual_household_income,ptal_average,cluster_id
E01002219,Harrow 030B,10.6,0.19,8.1,58.6,31.4,8.9,18.4,30.6,41.2,0.8,27179,5,1
E01002221,Harrow 030C,10,0.25,9.7,52.1,31.9,9.4,17.6,29.9,28.4,1.1,28624,3.4,0
E01002222,Harrow 030D,10.7,0.19,13.7,45.6,45.5,3.9,16.5,28.9,14.1,1.3,30730,2.3,2
E01002214,Harrow 031A,13.4,0.19,10.1,49,36.4,17,17.9,27.9,26,1.1,27109,2.6,0
E01002215,Harrow 031B,18.3,0.19,14.2,41.6,25.7,43.9,28.5,19.1,37.3,0.9,23960,3,0
E01002220,Harrow 031C,12.8,0.21,12.7,43.1,45,8.5,15.1,28.4,13,1.4,30617,2.3,2
E01002223,Harrow 031D,10.7,0.18,10,47,46.7,5.1,16.1,26.3,14.4,1.4,30068,2.2,2
E01002224,Harrow 031E,24.3,0.23,17.1,41.6,37.6,30,18,25.7,21.9,1.2,25511,1.8,2
E01002204,Harrow 032A,9.6,0.21,5.9,57.6,28.2,5.4,15.3,34.5,31.2,0.9,29126,4.2,0
E01002206,Harrow 032B,9.6,0.19,5.8,52.4,41.4,1.1,13.9,34.1,22.3,1.2,30512,4,0
E01002207,Harrow 032C,8.4,0.18,6.4,47.8,44.5,2.9,14.4,34.1,13.4,1.4,31704,2.1,2
E01002210,Harrow 032D,8.3,0.19,5.6,49.3,43.7,1.8,14.7,38.7,15.1,1.3,35430,3.3,0
E01032576,Harrow 032E,9.4,0.18,5.2,46.4,49.6,1.2,13.7,36.6,10.4,1.5,36553,2.2,2
E01002170,Harrow 033A,13.5,0.21,6,51.3,38,13.7,20.4,27.9,18.1,1.4,29582,3,0
E01002171,Harrow 033B,13.7,0.23,8.2,60.3,35.8,1.3,20.3,33.2,16.3,1.3,29656,2.1,2
E01002172,Harrow 033C,13,0.21,10.3,46.4,41.8,8.9,19,27.1,15.4,1.4,30098,2.4,2
E01002173,Harrow 033D,8.9,0.22,8.3,51.9,41.8,1.1,15.3,35,10,1.6,33823,2.8,0
E01002174,Harrow 033E,8.3,0.2,5.1,53.9,39.5,1.9,20.2,35.2,15.7,1.5,34422,3.1,0
E01002175,Harrow 033F,6.4,0.26,4.4,53.7,35.7,3,19.7,38.2,16.5,1.5,34205,3.3,0
E01002176,Harrow 033G,6.7,0.24,8.6,56.9,34.2,1.3,18.8,38,22.6,1.3,33519,4.2,0
E01002177,Harrow 033H,9.7,0.21,7.1,49.7,44.9,2,16.9,31.8,17,1.4,31321,2.2,2
E01002178,Harrow 033I,9.2,0.19,6.7,46.7,45.8,3.2,15.9,32.5,8.8,1.6,34436,2.3,2
E01002276,Havering 001A,13.8,0.19,5.6,9.3,38.5,25.6,35.6,15.2,21.3,1.3,27287,2.5,0
E01002278,Havering 001B,20.9,0.2,4.6,9.2,28.5,43.4,36,10.1,37.7,0.9,23440,3,0
E01002312,Havering 001C,10.4,0.12,5.9,5.9,27.7,25.4,39.2,11.9,29.3,1,25866,2.3,2
E01002313,Havering 001D,14.1,0.17,7.5,10.9,29.4,32.1,37.5,12.3,31.4,1,23890,2.2,2
E01002277,Havering 002A,15,0.22,3.1,7.5,30.1,40.5,31.9,14.3,28.5,1.1,24968,2.4,2
E01002279,Havering 002B,18,0.19,6.9,9.8,36.6,32.2,32,14.3,27.9,1.1,25569,2.6,0
E01002281,Havering 002C,17.1,0.19,5.9,9.6,21.7,54.8,33.4,11.3,44.2,0.7,22222,2.5,2
E01002283,Havering 002D,15.2,0.18,11.3,13.1,35.7,34,37.8,14.5,35,1,24713,2.4,2
E01002299,Havering 002E,12.7,0.18,5.8,11.2,42.8,25.3,28.2,14.4,28.6,1.1,27247,2.7,0
E01002301,Havering 003A,9.1,0.17,3.7,6.6,40.2,7,26.8,15.4,15,1.4,30984,2.3,2
E01002303,Havering 003B,20.8,0.2,7.8,10.6,34.1,29.5,31.4,14.7,26.2,1.1,25613,2.6,0
E01002304,Havering 003C,9.2,0.16,2.8,8.1,37.4,9,34.3,17.1,13.2,1.6,30925,1.6,2
E01002306,Havering 003D,23.2,0.2,8.1,11.8,29.3,49.4,32.3,12.8,32,1,24799,2,2
E01002307,Havering 003E,17.5,0.19,5,7.9,38.5,24.2,28.6,14.7,21.1,1.3,27560,2,2
E01002280,Havering 004A,21.1,0.23,11.3,14.4,22.5,53.8,36.1,12,42.5,0.8,20523,2.7,0
E01002282,Havering 004B,18.4,0.22,7.7,13,21.1,58.2,33.8,11.9,40.3,0.8,21023,2.8,0
E01002284,Havering 004C,17.9,0.2,10.1,11,38.7,34.1,31.6,14.7,34.2,0.9,25118,2.3,2
E01002297,Havering 004D,14.6,0.23,8,12.1,23.1,54.9,34.2,13.4,39.6,0.8,21809,2.4,2
E01002314,Havering 004E,18.8,0.2,10.3,13.6,28.9,50.2,34.9,13.7,35.8,1,23349,2.5,2
E01002316,Havering 004F,15.4,0.15,14.2,17.2,21.8,59.2,40.3,13.1,50.4,0.6,20088,1.6,2
E01002302,Havering 005A,14.4,0.17,3.8,6.8,45.3,8,28.5,16.9,16.4,1.4,30528,2.2,2
E01002305,Havering 005B,13.8,0.16,6.5,9.6,41.3,11.2,29.7,16.6,16.4,1.3,29560,2,2
E01002308,Havering 005C,13.7,0.19,5,10.6,36.9,20.6,31.6,14.4,24.3,1.2,27660,1.9,2
E01002326,Havering 005D,13.7,0.18,4.1,10,38,9.9,30.2,15,23.9,1.2,27861,3,0
E01002331,Havering 005E,11.1,0.16,5,9.2,43,6.5,31.9,12.4,15.9,1.4,29361,2.6,0
E01002309,Havering 006A,13.2,0.16,10.7,15.2,30,26.1,31.1,16.9,27.5,1.1,26698,2.1,2
E01002310,Havering 006B,19.2,0.16,8.9,13.1,31,42.3,38.5,14.1,34.4,0.9,23294,2.3,2
E01002311,Havering 006C,16.6,0.17,9.3,12.2,39.1,28.4,34.2,12.7,29.3,1.1,25683,1.9,2
E01002315,Havering 006D,17.7,0.17,11.2,15,38.9,29.5,30.4,14.6,26.7,1.1,25649,2.2,2
E01002293,Havering 007A,10.9,0.19,3.6,11.8,42.3,7.9,17.9,24.4,24,1,33297,1.8,2
E01002294,Havering 007B,6.5,0.16,2.7,6.4,38,11.3,27,22,19,1.3,39017,2.7,0
E01002296,Havering 007C,8.1,0.16,2.2,8.2,39.2,5.8,26,21,14.9,1.4,34705,1.6,2
E01002298,Havering 007D,9.2,0.14,3.6,8.5,40.8,7.2,26.6,21.3,19,1.2,33384,2.7,0
E01002300,Havering 007E,6.7,0.15,2.7,9.2,34.8,7.8,24.9,23.7,22.7,1.2,32912,3.4,0
E01002333,Havering 008A,12.4,0.16,3.1,5.6,40.7,0.8,26.5,15.8,14,1.5,35251,2,2
E01002334,Havering 008B,7.9,0.16,2.3,5.9,40.7,2.2,26.7,20.2,10.7,1.6,42205,1.3,2
E01002336,Havering 008C,9,0.15,2.6,6.8,43.8,2.8,29.6,16.4,14.4,1.4,33820,2.1,2
E01002339,Havering 008D,5.8,0.14,3.5,7.8,43.7,1.5,21.5,24.1,10.6,1.6,44094,1.6,2
E01002341,Havering 008E,7,0.14,1.5,5.3,40.9,1.3,28.8,17.4,12,1.5,35395,2,2
E01002327,Havering 009A,11.8,0.16,4.9,7.8,45.2,6.9,27.8,16.8,20.3,1.3,30326,2.8,0
E01002328,Havering 009B,10.3,0.17,4.3,10.6,48.1,3.3,22.7,18.4,16.5,1.4,32711,2.9,0
E01002332,Havering 009C,10.7,0.15,4.8,7.7,43.6,9.2,29.5,17.2,20.8,1.2,30141,2.7,0
E01002335,Havering 009D,13.2,0.18,1.5,6.4,35.1,23.8,30.1,14.6,21.6,1.2,28284,2.8,0
E01002338,Havering 009E,9.8,0.17,4.8,8.7,45.1,2.5,25,19.6,17.6,1.3,35463,2.9,0
E01002340,Havering 009F,7.7,0.17,4.2,9.3,46.2,2,20,23.2,15.3,1.3,38418,3.6,0
E01002268,Havering 010A,8.7,0.16,5.6,9.2,41,7.7,26.5,20.2,17.7,1.4,36770,1.6,2
E01002269,Havering 010B,11.2,0.17,3,6.3,47.2,1.9,23.9,17.8,11.9,1.5,36578,1.8,2
E01002295,Havering 010C,11.3,0.2,2.3,7.7,43.7,9.9,22.5,24.4,15.4,1.3,35641,2.2,2
E01002377,Havering 010D,11.1,0.19,3.5,10.5,41.5,11.5,22.8,19.8,22.2,1.2,35465,1.9,2
E01002378,Havering 010E,9.9,0.17,2.7,5.8,55,2.3,21.4,18.3,12.1,1.5,37015,1.6,2
E01002383,Havering 010F,8.8,0.17,3.7,10.5,45.1,3.2,22,25.4,15.9,1.3,41686,1.9,2
E01002244,Havering 011A,13.5,0.2,7.6,13.2,42.3,11.7,20.9,22.8,27.8,1,29657,2.6,2
E01002245,Havering 011B,12.2,0.17,6,12.6,43.8,13.8,27.7,18.6,29.5,1,28676,3.1,0
E01002325,Havering 011C,20.7,0.18,2.8,7.5,28.2,32.8,38.1,12.6,33.5,1,24784,2.4,2
E01002329,Havering 011D,10.9,0.15,4.5,10.7,47.4,3.6,27.3,18.5,15.7,1.3,32130,2.2,2
E01002330,Havering 011E,14,0.19,5.4,10.9,40.4,14,29.1,19.7,19.5,1.3,29316,1.5,2
E01002337,Havering 012A,4.5,0.14,1.1,11.1,39.5,11.9,22.7,27.9,19.3,1.5,47017,1.8,2
E01002354,Havering 012B,6.1,0.15,2.7,9.7,40.6,0.9,17.8,28,13.7,1.3,46133,2.6,2
E01002376,Havering 012C,8.7,0.15,1.7,7.6,51,1,17.9,28.9,8.1,1.7,52878,2.5,0
E01002379,Havering 012D,9.4,0.19,2.7,15.3,35.1,2.6,18,28.5,24.7,1.2,42159,3.7,0
E01002380,Havering 012E,12.5,0.26,4,9.5,31.5,20.5,18.5,25.6,26.8,1,32004,3,0
E01002381,Havering 012F,11,0.19,1.8,8.1,35.5,15.7,21.3,21.6,18.6,1.4,36800,2.8,0
E01002243,Havering 013A,16.4,0.22,9.2,18.2,23.4,37.5,25.5,25,43.1,0.8,26590,4.1,0
E01002353,Havering 013B,7.3,0.19,4.7,17.2,31.1,15.6,20.2,28.3,30,1.1,36237,4.3,0
E01002356,Havering 013C,17.7,0.28,9.4,26.6,20.2,35.4,24.7,22.9,52.3,0.6,25102,5,0
E01032741,Havering 013E,7.8,0.33,6.8,24.6,20.8,14.8,15.8,33.3,51,0.6,29917,6.3,1
E01032742,Havering 013F,7.3,0.21,3.3,13.5,32,11.6,24.8,25.9,36,0.9,31853,3.6,0
E01002272,Havering 014A,10.6,0.16,3.3,5.1,43.7,1.9,22.6,21.5,14.4,1.4,37929,3,0
E01002274,Havering 014B,5.9,0.16,1.2,7.6,42.5,1.2,20.1,22,15.3,1.3,40338,2.7,0
E01002317,Havering 014C,9,0.17,2.2,7.5,47.8,2.8,21.5,22.6,9,1.7,44497,2,2
E01002318,Havering 014D,9.9,0.17,1.1,6.5,41.2,3.6,22.9,19.4,13.8,1.4,37021,2.6,0
E01002355,Havering 014E,8.5,0.13,2.8,6.6,48.3,1.7,19.3,23.6,13.1,1.3,42342,2.4,2
E01002382,Havering 014F,8.8,0.18,0.9,8.4,42.1,5.6,18.3,26.5,19.1,1.2,40798,3.2,0
E01002270,Havering 015A,3.5,0.18,3.2,19.7,35.5,15.5,22.2,31.8,14.4,1.8,51273,1.9,2
E01002271,Havering 015B,4.5,0.18,4.2,17.7,41.7,0.4,19.7,30.6,3.7,2,57558,1.1,2
E01002273,Havering 015C,8.2,0.17,3.4,12.5,40,0.6,25.5,23.4,7.1,1.8,47856,1.8,2
E01002275,Havering 015D,6,0.17,2.3,12.8,38.9,0.8,25,26.5,7.9,1.8,47785,1.8,2
E01002319,Havering 016A,12.3,0.2,5.1,11.5,38.2,17,24.8,19.3,28.1,1.1,29544,2.8,0
E01002350,Havering 016B,12.8,0.23,4.6,20.8,31.1,14.9,27.5,24.6,36.1,0.9,28278,6.2,1
E01002351,Havering 016C,12.6,0.19,3,12.5,47.5,4,18.5,24.8,22.1,1.1,31479,3.4,0
E01002352,Havering 016D,10.8,0.19,4.6,13.6,44,6.8,19.2,26,27.1,1,33841,3.2,0
E01002358,Havering 016E,14.4,0.24,6.3,17.5,44.2,8.2,19.6,27.7,29.3,0.9,30791,5.3,1
E01002246,Havering 017A,10.8,0.16,9.6,13,40.2,3.6,32,18.5,19.6,1.2,30679,2,2
E01002247,Havering 017B,15.2,0.19,11.1,19.7,48.6,5.3,19.9,23.2,24.6,1.1,29838,2,2
E01002248,Havering 017C,17.7,0.19,6.3,18.3,31.2,21.5,28.1,17.5,34.1,1,27402,3.5,0
E01002249,Havering 017D,13.1,0.24,9.9,26.9,34.6,24,18.8,27.9,29.5,1,30843,4,0
E01002250,Havering 017E,13.7,0.22,10.4,15.4,53.4,5.1,21.9,19.7,18.2,1.3,30264,1.5,2
E01002251,Havering 017F,18.8,0.19,9.4,17.4,38,31.6,32,15.5,29.5,1.1,26749,3.1,0
E01002252,Havering 018A,8.3,0.15,0.5,4.5,37.8,3.2,28.5,15.5,15.4,1.4,36226,1.6,2
E01002256,Havering 018B,7.9,0.13,0.9,5.2,42.7,2.4,24,20.3,16.6,1.3,39166,2,2
E01002258,Havering 018C,12,0.15,1.6,6.6,26.6,21.5,30.3,19.7,29.1,1,29531,2.4,2
E01002259,Havering 018D,11.9,0.17,0.9,6.1,42.5,3.3,22.6,18.7,16.5,1.4,37047,2.1,2
E01002391,Havering 018E,8.4,0.15,0.7,6.2,36.7,3.8,29.3,19.7,15.5,1.4,41154,0.9,2
E01002253,Havering 019A,4.2,0.14,0.4,4.5,39.2,0.3,17.7,26.4,12.5,1.5,49795,2,2
E01002254,Havering 019B,6.1,0.14,1.1,6,36.9,0.6,18,26.7,12.3,1.4,48616,2.3,2
E01002257,Havering 019C,5.2,0.15,1.2,6.7,38.4,0.3,14.4,33.9,14.4,1.5,56412,4.1,0
E01002384,Havering 019D,6.1,0.14,0.8,8.5,39.9,3.1,19.2,28.8,17.1,1.3,45403,3.6,0
E01002359,Havering 020A,6.6,0.17,1.7,5,43.9,0.8,23.2,18.6,21,1.3,40800,3,0
E01002360,Havering 020B,7.3,0.14,1.5,6.2,24.8,19.5,32.2,17.1,37.3,1,30712,3.4,0
E01002361,Havering 020C,11.8,0.2,2.1,11.6,27.4,19.7,26.8,19,34.3,0.9,28670,3.8,0
E01002363,Havering 020D,12.2,0.16,1.6,6.7,30,31.3,30.2,15.5,29.7,1.1,27992,2.9,0
E01002367,Havering 020E,10,0.18,1.4,5.8,37.4,3.2,20.9,21.1,17.5,1.3,37251,2.9,0
E01002320,Havering 021A,9.9,0.2,2.2,6.5,50.8,1.9,18.6,19.8,10.6,1.5,39098,2.2,2
E01002321,Havering 021B,7.4,0.18,1.9,8.4,41.6,3,23.9,22,17,1.4,39891,2.2,2
E01002322,Havering 021C,8.9,0.21,3.8,8,51.8,4.1,19.7,17.7,10.8,1.5,35732,1.7,2
E01002323,Havering 021D,8.9,0.18,5.1,7.5,49.8,1.1,26.3,17.5,17.5,1.4,35031,2.1,2
E01002324,Havering 021E,11.7,0.17,2.4,7.3,36.2,22.3,33.1,15.5,23.4,1.2,29288,1.1,2
E01002255,Havering 022A,12.9,0.15,1.1,8.6,46.7,2.1,22.2,23.8,13.7,1.3,36130,1.6,2
E01002289,Havering 022B,9.8,0.17,2,7.1,43.3,8.2,24,18.9,21.6,1.2,37296,2.6,0
E01002292,Havering 022C,12.4,0.15,2.7,8.5,38,16.3,30.8,15.9,25.1,1.1,28540,2,2
E01002362,Havering 022D,10.9,0.18,1.1,9.2,41.6,2.9,20.5,23,17,1.3,41002,3.4,0
E01002386,Havering 022E,9.2,0.18,2.5,11.2,35.7,2.9,16.9,30.9,25.6,1,41278,4.1,1
E01002287,Havering 023A,11,0.17,3.3,8.5,42.4,2.3,23.3,16.7,16.6,1.3,32110,2.7,0
E01002291,Havering 023B,8.8,0.18,1.5,10.8,36.3,1.2,25,21.1,25.3,1.1,33414,3.6,0
E01002364,Havering 023C,6.5,0.13,0.6,5.9,42.3,2.8,30.3,19.7,18.3,1.3,37306,3.6,0
E01002365,Havering 023D,14.1,0.19,5.4,10.5,40.2,5.8,26.4,18.4,25.9,1.1,30716,3,0
E01002366,Havering 023E,12.7,0.17,4.6,8.3,47.9,6.2,24.4,17.2,21,1.3,33337,2.7,0
E01002385,Havering 024A,4.7,0.15,1,5.2,44.1,2.7,19,24.8,8.5,1.6,45323,0.9,2
E01002387,Havering 024B,6.1,0.13,0.9,4.5,42.8,0.3,16.7,29.2,10.2,1.5,51430,2,2
E01002388,Havering 024C,4.9,0.15,1,3.8,42.8,0.5,16.6,30.3,8.9,1.6,52185,1.2,2
E01002389,Havering 024D,5,0.13,0.1,3.6,34.2,0.8,19.7,27.5,8.7,1.5,49528,0.9,2
E01002390,Havering 024E,5.3,0.14,0.6,4.8,45.2,0.8,13.6,32.5,7.5,1.5,54506,1.6,2
E01002265,Havering 025A,10.5,0.18,2.8,8.4,45.5,3,25.2,17.5,18,1.2,34547,2.1,2
E01002285,Havering 025B,6.5,0.17,1.6,6.3,36.3,1.9,26.4,14.4,18.7,1.3,35123,2.6,0
E01002286,Havering 025C,9.6,0.15,2.6,4.4,44.1,0.8,22.5,17.6,12.9,1.4,38421,0.9,2
E01002288,Havering 025D,9.6,0.19,1.1,6.2,46.9,2.2,19.3,19.3,11.6,1.6,41381,1.4,2
E01002290,Havering 025E,8.3,0.15,2.7,6.5,41,1.9,31.6,18.2,22.5,1.2,33442,3.3,0
E01002260,Havering 026A,14.5,0.18,8.1,18,40.3,5.1,24.3,20.3,18.2,1.3,30313,2.2,2
E01002261,Havering 026B,13.2,0.18,6.5,16.6,39.2,2.8,24.8,17.8,24.8,1.1,29527,3.3,0
E01002262,Havering 026C,12.3,0.17,6.8,9.8,40.3,18.7,29.7,17.1,28.6,1.2,28893,3.3,0
E01002263,Havering 026D,9.7,0.18,6.8,8.6,47.5,3.1,22.3,20,13.5,1.4,36515,2.3,2
E01002264,Havering 026E,18,0.19,5.5,8.4,25.1,46.6,36.5,13.7,45.2,0.7,23126,2.9,0
E01002266,Havering 027A,9.8,0.16,4.4,8.3,35,5.7,36.1,12.5,23,1.2,28350,2.4,2
E01002267,Havering 027B,17.6,0.16,5.7,9.1,31.3,28.1,38.3,12.5,34.7,0.9,26115,2.4,2
E01002372,Havering 027C,13.4,0.17,7.2,8.9,43.9,4.3,30.9,12.9,17.9,1.3,29937,2.5,2
E01002373,Havering 027D,13.2,0.16,5.8,8.7,41.7,7,31.2,13.8,20.1,1.3,29074,2.2,2
E01002374,Havering 027E,15.7,0.19,9,11.1,42.7,14.7,28.7,13.6,23.7,1.2,28255,2.7,0
E01002368,Havering 028A,19,0.18,17.3,18.6,22.4,50.9,32.6,14.4,34.9,0.9,22576,2.6,0
E01002369,Havering 028B,12.7,0.19,11.3,13.6,39.2,9.7,29.9,15.6,18.1,1.3,28188,2.3,2
E01002370,Havering 028C,14.3,0.2,9.4,11.9,36.5,31.2,31.5,13.8,32.9,1,25626,2.8,0
E01002371,Havering 028D,13.5,0.17,6.8,10.4,39.3,6.1,33,14.4,19.1,1.3,28440,2.9,0
E01002375,Havering 028E,18.3,0.16,9.5,11,34,27.5,33.9,13.5,27.5,1,25681,1.8,2
E01002343,Havering 029A,9.6,0.17,4.1,7.6,41.5,1.1,31.8,13,12.4,1.5,33739,1.8,2
E01002344,Havering 029B,11.8,0.16,7.2,10.7,35.6,3.8,32.4,16.3,19,1.4,29169,1.8,2
E01002348,Havering 029C,10.9,0.15,2.6,5.4,34.4,1.1,33,14.1,13.6,1.4,30355,2,2
E01002349,Havering 029D,8.4,0.19,2.2,5.3,38.5,7.7,29.2,12.9,16,1.4,31109,2,2
E01002342,Havering 030A,14.6,0.2,12.8,15,42.6,13.3,29.2,14.6,32.6,1.1,26054,2.1,2
E01002345,Havering 030B,22.4,0.21,12,15.8,32,21,25.1,17.9,36.5,0.8,24910,2.9,0
E01002346,Havering 030C,18.1,0.21,11.6,11.1,40.6,18.9,28,14.5,25.3,1.2,27517,2.5,2
E01002347,Havering 030D,12.5,0.17,8,16.2,42.8,2.3,28.8,16.2,16,1.4,29004,1,2
E01002473,Hillingdon 001A,5.7,0.16,1.9,32.2,28.3,24.2,12.1,48,14.3,1.7,59000,1,2
E01002475,Hillingdon 001B,10,0.12,2.7,30.1,25.4,26.4,18.3,38,20.1,1.2,42751,2.2,2
E01002476,Hillingdon 001C,4.7,0.14,2.5,37.1,31.8,3.8,9.2,55.4,8,1.6,61255,2.2,2
E01002477,Hillingdon 001D,9.8,0.14,2.1,34.3,27.4,11.3,14.8,48.4,18.1,1.3,53647,1.9,2
E01002482,Hillingdon 001E,5.8,0.12,2.3,31.9,39.7,1.6,11.7,50.5,9.2,1.6,58722,1.8,2
E01002472,Hillingdon 002A,8.6,0.19,2.9,32,21.9,10.4,13.7,43.6,24.5,1,41386,3,0
E01002474,Hillingdon 002B,8.7,0.15,2.1,30,32.3,14,14.3,42.6,20.7,1.3,45296,2.3,2
E01002478,Hillingdon 002C,8,0.14,3,27,29.6,8.6,11.2,49.1,17.1,1.2,47034,3,0
E01002483,Hillingdon 002D,9.1,0.14,4.1,36.3,33.3,4.5,18.3,37.2,20.6,1.2,39273,2.7,0
E01002484,Hillingdon 002E,11.5,0.16,2.4,25.3,35.2,24.4,21.3,33.5,20.9,1.2,36331,2.5,2
E01002485,Hillingdon 002F,12.1,0.18,4.6,29.1,25.7,16.8,16.6,35.4,29.8,1.1,34331,3,0
E01002438,Hillingdon 003A,7.7,0.12,1.8,11.3,44.8,10.8,19,30.7,5.2,1.8,45376,0.6,2
E01002439,Hillingdon 003B,13.2,0.17,2.9,17.1,31.9,22.9,23.6,29.1,18.3,1.3,31831,1.7,2
E01002440,Hillingdon 003C,13.3,0.14,2.8,9.2,33.8,29,28.9,20.2,20.6,1.3,30343,1.1,2
E01002441,Hillingdon 003D,11.5,0.18,2.3,16.3,35.7,27.1,20.3,25.2,19,1.3,31193,1.8,2
E01002442,Hillingdon 003E,10.4,0.15,1.9,11.8,35,27.1,27.2,20.1,16.2,1.4,29182,1.8,2
E01002433,Hillingdon 004A,11.4,0.17,2.3,18.4,35.9,18.9,17,35.2,19.7,1.2,39747,1.3,2
E01002436,Hillingdon 004B,9.3,0.13,1.7,14.5,42.1,12.2,18,32.9,15.8,1.4,41182,1.1,2
E01002479,Hillingdon 004C,14.6,0.17,3.8,22.3,36.6,30.7,18.3,31,17.5,1.3,36887,1.5,2
E01002480,Hillingdon 004D,5.3,0.13,1.9,24.3,37.9,2.7,11.7,40.4,10,1.5,51839,1.2,2
E01002481,Hillingdon 004E,13.5,0.16,2.6,25.8,34.7,30.7,18.9,30.9,23.8,1.1,34876,1.6,2
E01002533,Hillingdon 005A,16.8,0.18,2.6,12.5,42.6,22.2,16.1,27.8,14.1,1.4,34687,1,2
E01002534,Hillingdon 005B,8.2,0.15,2,15.2,39.5,17.3,17.1,33.5,21.6,1.3,44623,2,2
E01002538,Hillingdon 005C,9.1,0.14,1,15.7,39.5,14.6,23.1,28.2,16.5,1.3,37708,1,2
E01002539,Hillingdon 005D,7.3,0.14,1.6,14.4,37.2,12.3,18.6,31.6,16.3,1.4,43624,1,2
E01002418,Hillingdon 006A,13.5,0.15,2.8,16.4,45,13.8,20.1,27.7,18.2,1.3,40094,2.4,2
E01002419,Hillingdon 006B,9.2,0.15,2,18.6,45.2,2,13.7,36.7,15.5,1.3,44323,3,0
E01002431,Hillingdon 006C,6.7,0.15,2,18.4,40.3,0.8,9.6,43.8,7.4,1.6,54235,2.6,0
E01002432,Hillingdon 006D,6.6,0.18,2.7,24.8,30.2,1.9,12.5,38.3,21.7,1.3,46482,3.2,0
E01002437,Hillingdon 006E,4.4,0.13,1,19.7,29.8,7.4,15.4,37.5,13.3,1.5,52006,1.2,2
E01002430,Hillingdon 007A,6.5,0.16,1.1,13.3,40.8,2.9,10.9,41.6,6.7,1.9,55369,0.5,2
E01002434,Hillingdon 007B,6.2,0.14,0.8,13.8,41.1,5,11.7,38.3,8.9,1.7,53998,1.4,2
E01002435,Hillingdon 007C,4.7,0.14,0.6,16.7,42.8,1.9,12,38.5,8.8,1.6,55238,2.3,2
E01002470,Hillingdon 007D,7.7,0.18,2.1,22.2,27.2,11.7,18.3,32.1,23.9,1.2,38225,3.5,0
E01002535,Hillingdon 007E,6.6,0.18,1.3,25.6,25.6,6.9,12.9,41.4,24.9,1.1,47481,4,0
E01002416,Hillingdon 008A,8.9,0.18,3.1,14.8,52.6,5.6,17.5,24.3,10.1,1.6,40134,1.3,2
E01002417,Hillingdon 008B,7.1,0.15,1.4,21.5,39.2,1.4,15.1,37.4,16.1,1.3,45605,3.1,0
E01002420,Hillingdon 008C,13.3,0.16,3.3,16.4,40.2,19.6,17.5,30,21.9,1.2,38438,2,2
E01002421,Hillingdon 008D,12.4,0.15,3.5,14.3,42.6,6.3,19.5,28.2,14.2,1.4,40940,1.4,2
E01002471,Hillingdon 008E,9.5,0.15,2.2,16.5,51.7,3.2,13.1,36.5,13.9,1.3,43859,3.3,0
E01002465,Hillingdon 009A,15.2,0.18,2.2,19,43.9,5.2,16.7,30.2,20.7,1.2,35199,2.8,0
E01002467,Hillingdon 009B,9.2,0.12,2.8,15.6,37.7,1.7,22.7,27.1,24.1,1.1,40590,2.5,0
E01002494,Hillingdon 009C,14.3,0.19,4.7,23.1,49.5,10.5,17.2,28.6,17.1,1.3,32377,2.6,0
E01002536,Hillingdon 009D,8.9,0.19,3.9,21.7,31.2,2.5,15.5,36.8,17.6,1.1,45842,2.7,0
E01002537,Hillingdon 009E,6.7,0.19,2.2,22.4,36.4,1.9,10.5,36.5,16.2,1.3,47829,3.2,0
E01002415,Hillingdon 010A,9.2,0.15,2.7,15.3,55.2,1.4,16.3,26.2,12.3,1.5,40748,1.6,2
E01002466,Hillingdon 010B,8.2,0.14,2.4,11.3,53.1,1.7,17.3,26.8,11.7,1.4,41506,2,2
E01002468,Hillingdon 010C,10,0.17,2.6,14.5,51,2.2,14.4,27.5,15.2,1.4,41641,2.8,0
E01002469,Hillingdon 010D,9.4,0.15,1.6,14.4,47.4,2.2,16.9,27,11.9,1.4,41387,3.2,0
E01002495,Hillingdon 010E,12.9,0.3,3.9,20.2,38.8,9.8,14.2,28.9,15.8,1.2,39384,3,0
E01002458,Hillingdon 011A,5.7,0.15,1,13.8,40.1,1.5,15.1,34.4,8.5,1.7,53743,1.5,2
E01002459,Hillingdon 011B,6.3,0.11,1,11.1,39.7,0.3,16.3,34.8,7.9,1.6,51288,1.4,2
E01002460,Hillingdon 011C,5.7,0.15,1.6,15.3,32.5,8.5,16.2,37.6,21.6,1.2,45954,2.9,0
E01002462,Hillingdon 011D,6.7,0.16,0.8,16.5,42.1,1.8,10.3,39.4,7.5,1.7,55390,1.3,2
E01002464,Hillingdon 011E,8,0.11,3,12.7,46.5,8.8,15.9,33.4,12.5,1.4,44323,2.9,0
E01002461,Hillingdon 013A,4.8,0.19,3,25.2,40.5,4.5,13.1,38.8,8.5,1.9,53294,1.8,2
E01002463,Hillingdon 013B,7.6,0.15,0.8,17.6,42.2,4.5,15.1,34.3,6.8,1.8,50697,2.7,0
E01002512,Hillingdon 013C,5.7,0.16,1.8,19.8,38.2,2,15.6,39.9,14.2,1.6,50964,2.8,2
E01002513,Hillingdon 013D,5.1,0.17,3.7,20.8,33.1,12.5,18.3,34.5,21.1,1.6,45627,1.8,2
E01002516,Hillingdon 013E,4.7,0.15,3.3,28.6,41.2,1.8,12.9,39.7,5.5,1.9,49684,1.2,2
