lsoa,names,ethnic_asian,ethnic_black,tenure_mortgage_loan,tenure_private,no_qualifications,bad_health,cars_per_household,median_annual_household_income,ptal_average,cluster_id
E01001780,Hackney 027D,8.9,23.5,10.3,20.5,18.6,6.6,0.3,28197.00 ,7.2,1
E01001784,Hackney 027E,15,22.1,12.9,22.6,16.7,4.9,0.3,26494.00 ,5.9,1
E01033706,Hackney 027F,10.3,8.6,12.2,62,5,2.3,0.3,47826.00 ,7.4,1
E01033708,Hackney 027G,8.5,4.6,12.6,72.2,3,1.4,0.3,54621.00 ,7.9,1
E01033709,Hackney 027H,11.4,22,6.2,28.9,12.3,4.1,0.2,33398.00 ,6.7,1
E01033711,Hackney 027I,14,10.4,17.4,48.1,7.2,3.3,0.3,39439.00 ,7,1
E01001798,Hackney 028A,19.3,31.5,13.3,28.2,26.1,7.7,0.4,24865.00 ,4.3,0
E01001828,Hackney 028B,10.5,39.1,11.7,18.8,23.1,7.2,0.4,25351.00 ,2.5,0
E01033702,Hackney 028C,14.5,22.1,15,31.5,19.1,6,0.5,27441.00 ,2.1,2
E01033705,Hackney 028D,12.1,37.7,12.2,27.3,18.2,5.8,0.4,27548.00 ,3.3,0
E01033710,Hackney 028E,11,24.8,12.6,61.1,15.1,4.1,0.4,28780.00 ,2.7,0
E01001722,Hackney 029A,11.9,29.5,11.4,25.7,24,7.1,0.4,27825.00 ,4.3,0
E01001728,Hackney 029B,10.3,19.7,8.5,35.4,37.7,3.7,0.4,29256.00 ,4,0
E01001822,Hackney 029C,13.7,28.9,10.8,26.9,31.2,8.4,0.3,24485.00 ,3.9,0
E01001827,Hackney 029D,9.3,27,8.9,23,32.8,7.9,0.4,26187.00 ,3.2,0
E01001874,Hammersmith and Fulham 001A,12.5,17.2,10.5,22.6,16.7,5.4,0.4,29289.00 ,5.5,1
E01001875,Hammersmith and Fulham 001B,12,20.6,14.6,17.1,31.5,7.4,0.5,25708.00 ,5.9,1
E01001876,Hammersmith and Fulham 001C,17.4,21.8,6.6,9.7,20.1,5.8,0.4,25948.00 ,3.5,0
E01001877,Hammersmith and Fulham 001D,13.6,27.1,10.6,29.5,19.2,6.4,0.5,28378.00 ,3.5,0
E01001878,Hammersmith and Fulham 001E,8.6,20.7,12.2,13.6,29.7,6.5,0.5,26366.00 ,5.9,1
E01001955,Hammersmith and Fulham 002A,8.7,27.6,12.5,15.1,29.6,7.4,0.5,24143.00 ,2.6,0
E01001957,Hammersmith and Fulham 002B,13.8,37.3,7.8,15,23.5,7.7,0.4,19457.00 ,3.1,0
E01001958,Hammersmith and Fulham 002C,11.1,40.2,6.5,10.3,24.6,6.4,0.4,18356.00 ,2.8,0
E01001961,Hammersmith and Fulham 002D,10.7,38.8,8.1,14.8,24.5,6.5,0.3,18995.00 ,2.8,0
E01001954,Hammersmith and Fulham 003A,8.4,18.1,21,19,18.5,6.2,0.6,32544.00 ,3.7,0
E01001956,Hammersmith and Fulham 003B,9,12.9,21.6,18.2,18.6,6,0.6,34811.00 ,3.6,0
E01001959,Hammersmith and Fulham 003C,11.2,20,16.2,12.4,24.7,9.2,0.7,28200.00 ,3.1,0
E01001960,Hammersmith and Fulham 003D,9.1,12.1,20.1,39.1,10.3,3.3,0.5,37966.00 ,4,0
E01001943,Hammersmith and Fulham 004A,12.5,14.1,11.8,41.3,12.8,5.2,0.4,32654.00 ,7.5,1
E01001944,Hammersmith and Fulham 004B,7.8,37.7,6.3,12.3,23.3,8.9,0.3,21313.00 ,5.8,1
E01001945,Hammersmith and Fulham 004C,7.8,13.2,19.4,29,12.5,6,0.5,35591.00 ,4.7,0
E01001946,Hammersmith and Fulham 004D,8.5,16.4,14.8,31.6,12.7,5.1,0.5,33811.00 ,4.8,0
E01001862,Hammersmith and Fulham 005A,7.1,19.3,17.1,25.4,16.4,6.3,0.5,31544.00 ,4.1,0
E01001940,Hammersmith and Fulham 005B,9.2,19.9,11.6,36.6,14.1,6.6,0.4,30269.00 ,4.6,0
E01001941,Hammersmith and Fulham 005C,12.8,10.7,13.1,51.9,9.6,3.6,0.4,35110.00 ,6.7,1
E01001942,Hammersmith and Fulham 005D,12.3,13.3,14.9,42.4,13.1,5.4,0.5,35855.00 ,4.6,1
E01001858,Hammersmith and Fulham 006A,11.2,13.1,17.5,30.1,13.8,5.6,0.5,32206.00 ,3.7,0
E01001860,Hammersmith and Fulham 006B,13.2,19.7,12.7,31.9,15.8,6.8,0.4,28033.00 ,4.1,0
E01001861,Hammersmith and Fulham 006C,9.1,22,19,28.1,15.3,5.6,0.5,32429.00 ,3.9,0
E01001863,Hammersmith and Fulham 006D,5.7,12.5,28.2,28.2,11.2,4.1,0.6,41718.00 ,3.7,0
E01001864,Hammersmith and Fulham 006E,7,12.2,15.6,36.7,15.7,6.5,0.5,36369.00 ,4,0
E01001852,Hammersmith and Fulham 007A,8.6,7.1,24.7,44.2,5.8,2.8,0.4,41949.00 ,6.9,1
E01001853,Hammersmith and Fulham 007B,6.7,6.5,24.6,39.4,6,3.3,0.6,48841.00 ,6.4,1
E01001854,Hammersmith and Fulham 007C,9.7,9.7,22.8,39.6,8.4,4.5,0.4,36158.00 ,7.2,1
E01001857,Hammersmith and Fulham 007D,8.9,23.5,9.7,27.7,18.7,8.3,0.3,25478.00 ,7.8,1
E01001859,Hammersmith and Fulham 008A,8.5,20,20.6,26,11.9,4.2,0.5,32568.00 ,2.9,0
E01001865,Hammersmith and Fulham 008B,10,7,27.3,31.3,10.2,4.3,0.7,44702.00 ,2.9,0
E01001927,Hammersmith and Fulham 008C,6.9,2.1,29.4,25.5,5.8,2.6,1,64996.00 ,3.1,0
E01001930,Hammersmith and Fulham 008D,7.6,10.5,17.9,26.4,14.5,8.7,0.6,36675.00 ,3.7,0
E01001895,Hammersmith and Fulham 009A,7.5,11,21.7,32.5,12,3.8,0.6,42330.00 ,4.1,0
E01001896,Hammersmith and Fulham 009B,11,14.3,17.8,33,12.6,4.5,0.5,34281.00 ,5.1,1
E01001897,Hammersmith and Fulham 009C,6.3,8,21.6,30,8.8,3.8,0.7,56020.00 ,4.8,1
E01001929,Hammersmith and Fulham 009D,4,3.4,27,27,7.6,2.9,0.7,60245.00 ,5.3,1
E01001851,Hammersmith and Fulham 010A,3.6,5.9,24.7,33.6,6.8,2.5,0.7,62626.00 ,5.7,1
E01001855,Hammersmith and Fulham 010B,7.5,5.8,23.9,41.3,8.3,3.5,0.5,47000.00 ,5.3,1
E01001856,Hammersmith and Fulham 010C,8.5,15.2,10.8,36.2,12.2,5.1,0.5,35666.00 ,6.4,1
E01001869,Hammersmith and Fulham 010D,7,3.7,16.9,36.4,7.3,3.1,0.8,68517.00 ,6.3,1
E01001873,Hammersmith and Fulham 010E,8.9,9.9,14.9,31.6,12.8,5.2,0.4,35267.00 ,4.4,0
E01001928,Hammersmith and Fulham 011A,6.4,11.5,19.8,27.6,12,6.4,0.6,45800.00 ,4.4,0
E01001931,Hammersmith and Fulham 011B,10.7,13.2,18.8,41,9.2,4.4,0.5,33145.00 ,4.6,1
E01001932,Hammersmith and Fulham 011C,8.4,8.5,13.6,42.9,9.5,4,0.5,36798.00 ,3.9,1
E01001933,Hammersmith and Fulham 011D,7.5,8.8,18.9,24.4,8.4,3.8,0.7,47060.00 ,3.5,0
E01001866,Hammersmith and Fulham 012A,12.5,5.4,19.9,42.5,5.7,3.9,0.6,46487.00 ,6.8,1
E01001867,Hammersmith and Fulham 012B,20.3,5.2,20.3,43,8.9,5.5,0.4,37281.00 ,6.6,1
E01001868,Hammersmith and Fulham 012C,11.6,19.1,7.1,27.2,20.9,7.5,0.3,25936.00 ,6.2,1
E01001870,Hammersmith and Fulham 012D,19.8,6.8,19.2,53.3,6.5,3.8,0.4,36555.00 ,5.6,1
E01001871,Hammersmith and Fulham 012E,13.6,4.6,16.1,44.2,8.6,3.7,0.5,47680.00 ,6.3,1
E01001872,Hammersmith and Fulham 012F,13.3,5.8,20,44.5,7.2,3.6,0.4,43636.00 ,6.2,1
E01001893,Hammersmith and Fulham 013A,9,17.4,11.7,20.4,18.4,5.9,0.4,27800.00 ,6.9,1
E01001894,Hammersmith and Fulham 013B,8.4,18.4,10.5,28.7,18.2,8.4,0.4,31020.00 ,6.1,1
E01001898,Hammersmith and Fulham 013C,11,9.2,16.2,45.8,7.9,3.9,0.5,40953.00 ,7.1,1
E01001899,Hammersmith and Fulham 013D,7.9,15.1,7.4,17.7,25.2,11.2,0.4,26724.00 ,7,1
E01001900,Hammersmith and Fulham 013E,9.4,14.8,9.8,27,18.6,8.2,0.4,32216.00 ,6.8,1
E01001889,Hammersmith and Fulham 014A,10.4,6.8,27.5,32,8.7,4.5,0.6,48469.00 ,4.7,1
E01001910,Hammersmith and Fulham 014B,12,7.5,18.3,47.4,7.2,3.4,0.3,41236.00 ,5.2,1
E01001913,Hammersmith and Fulham 014C,6.4,1.5,24.2,49.5,3.2,1.3,0.6,59306.00 ,4.5,1
E01001914,Hammersmith and Fulham 014D,12.9,8.2,16.3,52.9,7.7,2.9,0.3,36349.00 ,5.3,1
E01001885,Hammersmith and Fulham 015A,10.1,28.1,5.6,9.5,28.8,10.4,0.4,21568.00 ,4.9,1
E01001908,Hammersmith and Fulham 015B,14.4,5.7,18.4,56,6.6,3.2,0.3,38438.00 ,5.1,1
E01001909,Hammersmith and Fulham 015C,8.6,9.4,18.8,32.4,15,5.8,0.5,35191.00 ,5.3,1
E01001911,Hammersmith and Fulham 015D,10.7,23.2,12.1,16.5,20.4,7.2,0.4,25954.00 ,5.3,1
E01001912,Hammersmith and Fulham 015E,14.6,21,9.3,21.2,19.4,7.1,0.4,25244.00 ,6,1
E01001886,Hammersmith and Fulham 016A,9.3,14.2,19.4,25.3,16.6,4.9,0.5,31180.00 ,3.5,0
E01001887,Hammersmith and Fulham 016B,10.9,11.1,16.1,27.4,17.4,7.4,0.5,31808.00 ,3.9,0
E01001890,Hammersmith and Fulham 016C,22.3,9.8,11.3,29.8,6.5,3,0.3,35632.00 ,4.5,1
E01001892,Hammersmith and Fulham 016D,6.3,16.5,17,20,17.7,6.6,0.5,30655.00 ,3.4,0
E01001880,Hammersmith and Fulham 017A,9.1,7.3,11.2,33.2,16.9,5.6,0.5,36767.00 ,5.1,1
E01001881,Hammersmith and Fulham 017B,7.2,4.9,19.1,40.5,9.5,3.8,0.6,52187.00 ,5.6,1
E01001882,Hammersmith and Fulham 017C,9.2,5.6,25.1,43.6,7.1,2.1,0.6,52500.00 ,4.8,1
E01001883,Hammersmith and Fulham 017D,11.3,7.7,15.3,37.1,14.3,5.8,0.4,34708.00 ,6.7,1
E01001884,Hammersmith and Fulham 017E,11.9,10.7,11.2,30.1,16.8,6.7,0.4,34299.00 ,6.6,1
E01001888,Hammersmith and Fulham 018A,8.9,3.4,29.5,23.6,11.1,4.2,0.7,47653.00 ,3.7,0
E01001891,Hammersmith and Fulham 018B,14.1,4.7,19.6,53.2,7.4,2.4,0.5,44278.00 ,5.1,1
E01001917,Hammersmith and Fulham 018C,5.4,4,23.8,26.3,16.4,5.1,0.7,46207.00 ,3.2,0
E01001918,Hammersmith and Fulham 018D,6.5,4.9,33.1,24.4,10.6,3.9,0.8,51437.00 ,3.1,0
E01001919,Hammersmith and Fulham 018E,3.3,3.2,30.2,21.6,9.8,3.9,0.9,59872.00 ,3,0
E01001879,Hammersmith and Fulham 019A,6.8,11.3,16.9,30.8,15,6.4,0.5,35330.00 ,3.7,0
E01001901,Hammersmith and Fulham 019B,4.9,3.4,27.2,32.7,7.3,2.8,0.8,59013.00 ,3.7,0
E01001902,Hammersmith and Fulham 019C,6.2,6.9,19.4,42.8,11.3,5.1,0.6,39484.00 ,3.2,0
E01001903,Hammersmith and Fulham 019D,8.6,11.8,15.9,27,16.7,5.5,0.6,32297.00 ,3.8,0
E01001920,Hammersmith and Fulham 020A,6.4,9.8,11.4,25.6,19.3,9.8,0.4,32254.00 ,5.9,1
E01001921,Hammersmith and Fulham 020B,5.2,5.4,22.6,32.1,11,2.9,0.7,53498.00 ,6,1
E01001922,Hammersmith and Fulham 020C,4,3.7,21.9,29.5,7,2.4,0.9,66015.00 ,4,0
E01001923,Hammersmith and Fulham 020D,6.8,5.5,22.1,29.1,12.1,3.5,0.8,53047.00 ,5.2,1
E01001924,Hammersmith and Fulham 020E,4.7,1.2,30.3,32.9,4.5,1.1,0.9,70788.00 ,4.3,0
E01001947,Hammersmith and Fulham 021A,8.6,25.3,9.5,12.2,22.9,7.9,0.4,23795.00 ,4.7,1
E01001948,Hammersmith and Fulham 021B,5,7,21.9,35.5,6.8,3.3,0.6,52878.00 ,4.1,0
E01001949,Hammersmith and Fulham 021C,3.2,2.3,25.1,43.3,4.8,1.7,0.7,62049.00 ,4,0
E01001950,Hammersmith and Fulham 021D,4.1,2.6,24.4,40.1,4.8,2,0.8,65418.00 ,4.7,1
E01001951,Hammersmith and Fulham 021E,6.3,6.3,20,34.9,8.7,3.2,0.6,48993.00 ,4.6,1
E01001953,Hammersmith and Fulham 021F,8.3,9.7,14.3,41.8,14.9,4.9,0.4,35213.00 ,5.4,1
E01001904,Hammersmith and Fulham 022A,6,4.7,29.2,35.5,9.2,2.8,0.8,53985.00 ,3.5,0
E01001905,Hammersmith and Fulham 022B,5.8,3.4,25.9,36.3,8.3,2.8,0.7,56958.00 ,3.5,0
E01001906,Hammersmith and Fulham 022C,6.8,4.4,27.6,37.5,6.4,3.1,0.7,53757.00 ,3.7,0
E01001907,Hammersmith and Fulham 022D,6.4,3.1,25.8,33.2,8.1,3.1,0.8,58816.00 ,4.6,1
E01001935,Hammersmith and Fulham 023A,5.7,7.9,23.7,27,12.1,4.8,0.7,44894.00 ,3.4,0
E01001939,Hammersmith and Fulham 023C,10.9,11.9,12.2,18,15.5,5.2,0.6,36020.00 ,3.7,0
E01032788,Hammersmith and Fulham 023D,7.5,14.2,20.8,28.6,13.7,4.8,0.6,35752.00 ,3.8,0
E01032789,Hammersmith and Fulham 023E,15.5,12.4,17.7,33.1,5.8,3.3,0.5,40775.00 ,4,0
E01032790,Hammersmith and Fulham 023F,10.8,14.3,14.4,33.8,11.8,4,0.6,44715.00 ,3.8,0
E01001915,Hammersmith and Fulham 024A,4.5,3,23.4,26.5,7.7,2.9,1,63393.00 ,4.2,0
E01001916,Hammersmith and Fulham 024B,3.5,0.8,17.9,27,4.7,2.6,1,67757.00 ,5.4,1
E01001926,Hammersmith and Fulham 024C,5.6,1.4,28.5,30.8,5.9,2.1,0.9,68262.00 ,4,0
E01001952,Hammersmith and Fulham 024D,6.9,5.1,19.4,47.6,6.8,3.5,0.5,45601.00 ,5.3,1
E01001925,Hammersmith and Fulham 025A,5.4,2.9,27.6,26.9,6.1,2,0.9,73712.00 ,3.4,0
E01001934,Hammersmith and Fulham 025B,8.8,12.9,15.2,21.5,15,4.9,0.6,33951.00 ,2.5,2
E01001937,Hammersmith and Fulham 025C,5.9,4.2,24.3,37.4,9.2,2.9,0.8,57341.00 ,3,0
E01001938,Hammersmith and Fulham 025D,6.9,16.5,17.4,17.2,17.2,5.4,0.6,32751.00 ,3.3,0
E01001969,Haringey 001A,11.3,14.5,20.7,39.3,19.6,5.7,0.5,27109.00 ,4.6,1
E01001971,Haringey 001B,10.7,25.8,13.3,18,23.1,7.1,0.4,21324.00 ,5.3,1
E01001974,Haringey 001C,13.5,10.3,24.8,45.2,13.6,4.9,0.6,30885.00 ,5.4,1
E01001975,Haringey 001D,9.8,12.8,24.9,45.2,12,4.1,0.6,31082.00 ,4.1,0
E01002036,Haringey 002A,7.7,41.1,17.9,24.6,30.5,6.9,0.5,19809.00 ,4.2,0
E01002037,Haringey 002B,10.1,39.4,8.5,31,27.6,8.2,0.4,19372.00 ,3.1,0
E01002039,Haringey 002C,7.1,41.1,5.3,10.2,30.2,8.9,0.4,16167.00 ,3.4,0
E01002040,Haringey 002D,8,44.2,20,29.5,25.6,5.6,0.6,22064.00 ,3.8,0
E01001962,Haringey 004A,7.8,10.2,38.7,16.2,11.4,4.1,1,43970.00 ,3,0
E01001970,Haringey 004B,12.9,26.5,16.1,28.2,17.5,5.7,0.6,25137.00 ,5.1,1
E01001972,Haringey 004C,8.3,17.9,22.8,23.2,19.6,7.2,0.6,27278.00 ,5.1,1
E01001973,Haringey 004D,11.8,12.9,22.6,26.9,16.6,4.4,0.8,35540.00 ,4.6,1
E01002090,Haringey 005A,13.1,22.7,24.1,18.6,29.6,7.7,0.9,23786.00 ,1.9,2
E01002093,Haringey 005B,9.2,26.9,18.4,13,34.2,8.9,0.6,20308.00 ,3.3,0
E01002096,Haringey 005C,9.8,25.3,21.8,9.8,30.1,9.3,0.6,21635.00 ,3.7,0
E01002097,Haringey 005D,10.3,26.4,24.2,16.4,27.6,6.8,0.6,22105.00 ,4,0
E01002091,Haringey 006A,7.7,28.1,18.3,13.4,36.5,9.2,0.7,19050.00 ,3.4,0
E01002092,Haringey 006B,8.2,37.8,17.7,38.9,25.6,6.2,0.5,21122.00 ,3.7,0
E01002094,Haringey 006C,9.9,30.4,20.3,16.5,27.2,6.8,0.7,22041.00 ,3.1,0
E01002095,Haringey 006D,11,28.5,16.1,18,27.9,7.1,0.5,22094.00 ,3.2,0
E01002098,Haringey 007A,10.7,11,27.2,35.9,12.3,4.9,0.6,32522.00 ,6.9,1
E01002101,Haringey 007B,11,13.4,32.5,38.8,19.3,5.7,0.7,27398.00 ,3.1,0
E01002102,Haringey 007C,12.4,14.9,20.6,48.1,15.7,5.6,0.5,27352.00 ,3.9,0
E01002105,Haringey 007D,16.4,14.1,16.1,52.8,17.9,4.7,0.4,24889.00 ,6.7,1
E01002099,Haringey 008A,11.6,27.5,14.4,21.5,28.3,9.3,0.4,19620.00 ,5.5,1
E01002100,Haringey 008B,19.3,18.8,20.7,27.8,23.1,5.8,0.6,23799.00 ,4,0
E01002103,Haringey 008C,16,15.3,24.8,36.8,20.2,4.9,0.6,26615.00 ,4.1,0
E01002104,Haringey 008D,16.3,18.2,29.7,22.8,21.8,6.1,0.7,25781.00 ,3.3,0
E01001963,Haringey 009A,5.2,5.4,41.8,19.4,8.3,4,1.1,57514.00 ,3,0
E01001964,Haringey 009B,8.2,7.2,35.2,32.7,6.5,3.2,0.8,46617.00 ,3.9,0
E01001965,Haringey 009C,3.7,4.9,46.1,17.5,7.7,4.2,1,55082.00 ,3.8,0
E01001966,Haringey 009D,5.6,3.9,36.4,19.8,8.1,3.2,1.3,60698.00 ,2.6,0
E01002027,Haringey 010A,15.8,17.2,22.3,30.4,19.4,8.4,0.5,26047.00 ,4.9,1
E01002028,Haringey 010B,12.5,17.5,23.4,30.1,18.8,6.3,0.6,26217.00 ,4.1,0
E01002032,Haringey 010C,12.3,19.4,17.3,20.3,23.7,8.2,0.4,22386.00 ,5.3,1
E01002033,Haringey 010D,15,20,17.6,24,22.2,6.8,0.5,23449.00 ,6.6,1
E01001976,Haringey 011A,10,35.9,22.7,31.2,23.2,6.8,0.5,23260.00 ,4.9,1
E01001977,Haringey 011B,11.1,31.4,19.8,31.4,25.4,7.5,0.4,22220.00 ,3.5,0
E01001978,Haringey 011C,10.6,37.3,16.8,29.9,28.3,7.9,0.4,21868.00 ,6,1
E01001979,Haringey 011D,12.6,32,12.5,33.2,21.8,6.5,0.4,20054.00 ,6.3,1
E01002074,Haringey 012A,6.4,41.4,17.8,25.9,29.7,6.4,0.4,20342.00 ,4.4,0
E01002077,Haringey 012B,10.3,29.5,8.3,22.7,23.8,5.2,0.5,18985.00 ,5.9,1
E01002079,Haringey 012C,11.4,28.4,27.5,34.7,24.8,4.7,0.6,24840.00 ,4.5,1
E01002081,Haringey 012D,12.8,32.4,14,22.8,29.2,8.5,0.4,17805.00 ,6.7,1
E01002082,Haringey 013A,8.4,46.8,7.2,8.1,29.6,9.4,0.5,18120.00 ,2.6,2
E01002086,Haringey 013B,9.1,27.2,19.5,24.1,26.6,8.5,0.6,23484.00 ,2.5,2
E01002088,Haringey 013C,13.4,13.5,24.6,33.1,23.5,5.9,0.7,26737.00 ,3.9,0
E01002089,Haringey 013D,4.8,50.6,4.3,6.1,29.6,7.6,0.3,16706.00 ,2.2,2
E01001967,Haringey 014A,4,3.2,36.3,21.6,6.9,2.8,1.1,59951.00 ,2.8,0
E01001968,Haringey 014B,5.7,3.7,31.2,38.9,7.4,3.9,0.8,49809.00 ,3.7,0
E01001996,Haringey 014C,4.6,4.2,37,35,9.2,3.1,0.8,48129.00 ,3.1,0
E01001997,Haringey 014D,5.5,2.6,25.6,54.5,5.4,2.2,0.7,48911.00 ,4.1,0
E01002075,Haringey 015A,11.1,33.6,22.2,23.5,24.5,5.4,0.5,21303.00 ,3.2,0
E01002076,Haringey 015B,14.2,32.5,24.4,29.6,22.8,6.3,0.5,21165.00 ,3,0
E01002078,Haringey 015C,9.4,33.4,21.1,22,23.1,7.6,0.5,22595.00 ,3.9,0
E01002080,Haringey 015D,21.7,27.7,23.1,34.3,19.6,6,0.6,24959.00 ,5.8,1
E01002026,Haringey 016A,11.1,31.2,9,14.2,27.3,11.4,0.4,19793.00 ,7,1
E01002029,Haringey 016B,12,22.9,11.4,23.5,19.8,7.2,0.3,23591.00 ,7,1
E01002030,Haringey 016C,13.2,16.3,17.8,40,17.4,6,0.6,28385.00 ,6.1,1
E01002031,Haringey 016D,15,14.6,13.7,51.8,18.4,5.9,0.4,25716.00 ,7.3,1
E01001991,Haringey 017A,5.8,4.3,25.5,53.5,7.2,3.7,0.7,50791.00 ,3.7,0
E01001992,Haringey 017B,7.1,1.5,27.2,28,6.4,2.2,1.1,64155.00 ,3.2,0
E01001993,Haringey 017C,3.7,1.1,34.6,14.4,5.4,3.3,1.1,67526.00 ,2.9,0
E01001995,Haringey 017D,8.1,12,34.3,12,18,5.7,0.9,34826.00 ,2.1,2
E01001980,Haringey 018A,14.6,30.7,25.7,34,21.2,5.6,0.6,24453.00 ,3.1,0
E01001981,Haringey 018B,12.3,30.9,21.3,37.1,21,5.5,0.5,24205.00 ,5.4,1
E01001982,Haringey 018C,9.8,33,24,33.7,19.5,6.1,0.5,24698.00 ,3.2,0
E01001983,Haringey 018D,11.4,23.2,33,26.8,20.1,5.6,0.7,27412.00 ,3,0
E01002083,Haringey 019A,19.1,12.5,23.4,37.4,23.2,5.6,0.7,28693.00 ,4.5,1
E01002084,Haringey 019B,14.3,12.5,27.8,31.7,22.4,5.6,0.6,26963.00 ,2.8,2
E01002085,Haringey 019C,14,16.9,17.2,38.6,18.8,6.5,0.5,25144.00 ,7,1
E01002087,Haringey 019D,12.5,16,17.5,37.3,21.2,7.5,0.5,25200.00 ,5.8,1
E01002014,Haringey 020B,8.4,9.4,27.4,41.2,10.6,5,0.6,37571.00 ,4,0
E01002015,Haringey 020C,8.2,16.3,23.2,15.4,19.4,7.8,0.6,30722.00 ,3.4,0
E01002018,Haringey 020D,6.4,11.1,32.2,14.5,18.2,6.4,0.7,34527.00 ,1.8,2
E01033085,Haringey 020E,8,14.2,22,43.1,10.1,3.4,0.4,28284.00 ,3.3,0
E01033086,Haringey 020F,6.8,24.7,9.6,13.3,28.7,10.6,0.4,19815.00 ,2.6,2
E01002020,Haringey 021A,3.6,9,26.9,35.1,9.4,5.1,0.7,44528.00 ,3.8,0
E01002022,Haringey 021B,4.2,3.1,20.8,59.5,8.3,3.4,0.6,48468.00 ,3.8,0
E01002023,Haringey 021C,4.1,5,34.3,20.4,8.9,3.4,1,55090.00 ,3.3,0
E01002025,Haringey 021D,4.4,3,30.1,28.4,4.1,1.4,1.1,64078.00 ,2.4,2
E01002013,Haringey 022A,5.4,5.4,44.5,20.5,10.5,3.6,0.9,49152.00 ,2.5,2
E01002019,Haringey 022B,4.2,2.3,42.5,16.5,7,2.7,1.2,58662.00 ,3,0
E01002021,Haringey 022C,3.7,4.4,35.5,17.6,7.5,2.6,1,57998.00 ,2.9,0
E01002024,Haringey 022D,5.7,6,32.4,19.7,14.3,5.2,0.9,48775.00 ,3.3,0
E01001998,Haringey 023A,13.9,8.7,25,48.9,13.2,4.9,0.5,33655.00 ,6.3,1
E01001999,Haringey 023B,11,11.5,24.7,46.4,15.5,5.7,0.5,29738.00 ,4.5,0
E01002003,Haringey 023C,12.6,17,10.1,53.7,18.8,6,0.3,23422.00 ,6.7,1
E01002004,Haringey 023D,14.1,10.9,27.9,31.7,14.7,6.4,0.6,31149.00 ,5.7,1
E01002067,Haringey 024A,10.4,27.4,15.4,22.4,26.1,8,0.5,22018.00 ,3.2,0
E01002069,Haringey 024B,13.9,24.5,15.2,39.4,23.3,7.9,0.3,22202.00 ,6.1,1
E01002070,Haringey 024C,13.2,22.1,27.9,34.6,19.3,4.6,0.5,25241.00 ,4.1,0
E01002073,Haringey 024D,9.5,26.3,20.3,28.2,22.8,6.9,0.4,22670.00 ,5.7,1
E01002066,Haringey 025A,9.8,36.8,9.5,21.1,24.2,8.8,0.4,21297.00 ,7.1,1
E01002068,Haringey 025B,8.9,30.1,17.6,41.3,18.8,6.4,0.4,24868.00 ,6.7,1
E01002071,Haringey 025C,11.5,34.9,12.6,24.4,26.6,8.2,0.4,19662.00 ,7,1
E01002072,Haringey 025D,10.2,30.1,18.7,25.7,21.8,9.1,0.4,21987.00 ,7,1
E01002043,Haringey 026A,13.6,19.9,22.8,44.3,20.7,5.1,0.5,25093.00 ,3.5,0
E01002045,Haringey 026B,11.6,29.3,13.9,32,20.4,7.8,0.5,24124.00 ,3.3,0
E01002046,Haringey 026C,10.8,33.4,19.8,24.4,25.8,8.2,0.5,23160.00 ,4.2,0
E01002049,Haringey 026D,12.7,28.8,23.1,23.1,26,7.1,0.5,23817.00 ,3.1,0
E01002042,Haringey 027A,11.8,16.7,25.7,39.2,17.1,6,0.5,27242.00 ,3.7,0
E01002044,Haringey 027B,12.3,9.5,21.5,47.2,16.5,4.9,0.4,27889.00 ,4.3,0
E01002047,Haringey 027C,13.2,9.5,19.3,44.1,17.9,6.2,0.5,28008.00 ,4.6,1
E01002048,Haringey 027D,14.4,19.1,24.8,32.5,19.2,6.9,0.5,26724.00 ,4.9,1
E01002016,Haringey 028A,6.4,14,27.1,27.4,10.7,6.6,0.6,38451.00 ,4.3,0
E01002017,Haringey 028B,5.8,13,30.8,33.6,10.2,3.4,0.6,41851.00 ,4,0
E01002059,Haringey 028C,4.2,12.1,28.7,18.6,14.8,6.3,0.7,39071.00 ,3.4,0
E01002060,Haringey 028D,3.4,6.8,36.8,28.3,6.4,3.1,0.7,49636.00 ,3.2,0
E01002050,Haringey 029A,8,11.5,20.6,40.7,30.1,3.6,0.8,30862.00 ,5.2,1
E01002051,Haringey 029B,7.8,25.5,13.8,38.5,25,5.5,0.4,24092.00 ,6.6,1
E01002052,Haringey 029C,5.1,11.5,19.4,32.5,32.3,4,0.8,29226.00 ,2.7,2
E01002055,Haringey 029D,6.7,7.7,21.1,41.7,28.4,4.1,0.6,30174.00 ,6.2,1
E01001994,Haringey 030A,11.5,4.6,27.9,35.1,9.3,3,1,52248.00 ,3.3,0
E01002008,Haringey 030B,7.1,2.9,21.3,23.5,9.3,4.1,1.3,67696.00 ,2.7,2
E01002010,Haringey 030C,5.4,7.4,24.9,20.8,11.9,5.6,1,49638.00 ,2.9,0
E01002011,Haringey 030D,7.5,7.2,26.7,34,7,3.8,0.8,47713.00 ,4.3,0
E01002000,Haringey 031A,8.7,11.7,30,39.4,12.5,4.7,0.5,33929.00 ,3.9,0
E01002001,Haringey 031B,8.9,9.1,25.8,44.8,12,4.4,0.5,34324.00 ,4.7,1
E01002002,Haringey 031C,10.6,13,20.2,50.1,10.7,4.7,0.4,28345.00 ,5.3,1
E01002058,Haringey 031D,12.1,14.5,16.4,44.3,15.2,5,0.4,28508.00 ,5,1
