lsoa,names,ethnic_asian,ethnic_black,tenure_mortgage_loan,tenure_private,no_qualifications,bad_health,cars_per_household,median_annual_household_income,ptal_average,cluster_id
E01002650,Hounslow 021B,60.1,9.2,30.3,28.2,15,4.5,1,27781.00 ,2,2
E01002651,Hounslow 021C,65.2,5.8,28.5,31.1,14.4,5,1,28729.00 ,2.9,0
E01002652,Hounslow 021D,64.8,4.5,33.9,26.9,16.4,4.6,1.3,28827.00 ,2.5,2
E01002666,Hounslow 021E,65.1,4.8,34.2,25.6,18.6,5.6,1.2,26350.00 ,3,0
E01002555,Hounslow 022A,37.1,4,43.8,18.6,20.4,4.1,1.4,29805.00 ,2.2,2
E01002556,Hounslow 022B,26.4,6.8,41.6,17.4,22.8,4.7,1.1,29068.00 ,2,2
E01002590,Hounslow 022C,20.6,6.1,35.1,19.1,24.8,5.2,1.1,28472.00 ,2.4,2
E01002592,Hounslow 022D,28.1,7.8,29.5,21.2,26.3,5.6,0.9,26258.00 ,3.5,0
E01002595,Hounslow 022E,23.3,7.2,34.7,10.4,29,5.5,1,26445.00 ,2.6,2
E01002557,Hounslow 023A,21.2,5.4,27.9,18,25.2,5,1.1,27259.00 ,2.6,0
E01002558,Hounslow 023B,19.9,9,22.9,14.1,25.1,5.7,1,26210.00 ,2.7,0
E01002559,Hounslow 023C,19.9,8.4,23.3,25.3,20.8,4.5,1.1,27571.00 ,2.2,2
E01002560,Hounslow 023D,20.5,4.9,38.5,9.9,31.7,7.9,1.2,26043.00 ,1.8,2
E01002561,Hounslow 023E,14.6,9.1,14.7,6.9,22.4,4.2,0.9,23928.00 ,1,2
E01002591,Hounslow 024A,18.6,4.2,37.7,8.8,28.9,4.5,1.3,27013.00 ,1.5,2
E01002593,Hounslow 024B,28.4,4.6,35.6,17.5,27,9.8,1,29040.00 ,4.1,0
E01002594,Hounslow 024C,39.1,5.2,40.5,17.9,20.4,3.8,1.2,28311.00 ,3.2,0
E01002611,Hounslow 024D,20.2,5,40.1,10.7,23.2,4.6,1.3,29551.00 ,2.8,0
E01002612,Hounslow 024E,19.8,5.8,27.5,14.6,24.2,5.1,0.9,27311.00 ,4.5,1
E01002613,Hounslow 024F,26.3,4.7,44.2,12.8,24.8,4.6,1.3,28593.00 ,2.9,0
E01002598,Hounslow 025B,16.2,7.8,33.9,16.5,26.2,4.5,1,25054.00 ,3.1,0
E01002599,Hounslow 025C,16.3,7,39,7.9,23.5,3.9,1.1,26368.00 ,1.8,2
E01002600,Hounslow 025D,15.7,7.6,35,11.3,31.8,4.8,1.2,26120.00 ,2,2
E01002603,Hounslow 025E,22,8.8,37.7,18.2,20.1,4.8,1.1,29124.00 ,1.6,2
E01033000,Hounslow 025F,17.2,16.8,10.4,9.2,25.1,4.5,0.7,23741.00 ,3.9,0
E01033030,Hounslow 025G,48.8,5.5,16.6,42.8,6.5,1.9,0.6,36032.00 ,4.9,1
E01002604,Hounslow 026A,17.7,15.5,15.3,6.3,27.1,5,0.9,23281.00 ,1.9,2
E01002605,Hounslow 026B,18.9,6.3,30.7,15.3,25.8,5.8,1,25273.00 ,2.6,0
E01002606,Hounslow 026C,17.7,10.3,18.2,6.4,29.4,6.9,0.8,22144.00 ,2.3,2
E01002607,Hounslow 026D,18.7,8,35.9,18.9,23,4.7,1.1,27643.00 ,2.8,0
E01002615,Hounslow 026E,23.6,8.6,19.6,6.6,28.4,7.2,0.9,23627.00 ,1.9,2
E01002596,Hounslow 027A,18.7,13.2,36.7,35.9,16.2,2.8,1,28092.00 ,1.3,2
E01002601,Hounslow 027B,18,5.9,43.8,24,17.1,2.8,1.3,30037.00 ,1.6,2
E01002602,Hounslow 027C,6.1,3.1,56,8.9,20.7,3.7,1.4,34496.00 ,1.6,2
E01002614,Hounslow 027D,19.1,4.5,36.4,29.3,19.9,3.6,1,30010.00 ,2,2
E01002616,Hounslow 027E,11.2,5.6,37.4,9.5,25.9,5.5,1.3,29989.00 ,2.4,2
E01002608,Hounslow 028A,16,7.7,27.4,12.7,28.6,6.3,1,26366.00 ,3,0
E01002609,Hounslow 028B,13.2,3.7,48.1,10.8,22.8,4.5,1.3,31576.00 ,2.9,0
E01002610,Hounslow 028C,14.1,7.1,26.9,7.4,29,4.9,1.1,26698.00 ,2.7,0
E01002617,Hounslow 028D,11.2,4.2,48.3,10.6,18.3,3.5,1.5,37961.00 ,1.3,2
E01002687,Hounslow 029A,9.7,2.2,26.2,40.3,6.2,2.8,0.8,51707.00 ,4.4,0
E01002691,Hounslow 029B,16.9,4.8,29.1,34.3,9.7,4.3,0.9,41847.00 ,4,0
E01002692,Hounslow 029C,12.1,5.3,20.2,41.5,11.3,4,0.7,43565.00 ,4.7,1
E01002693,Hounslow 029D,9.7,3.4,18.5,32.8,12.5,4.8,0.7,47089.00 ,5.2,1
E01032573,Hounslow 029E,10.4,3.3,20,46.4,6,2.7,0.7,51505.00 ,5.3,1
E01003006,Kingston upon Thames 001A,12.5,0.9,39.6,16.9,11.9,3.5,1.2,48372.00 ,2.6,0
E01003007,Kingston upon Thames 001B,10.4,0.7,47,9.8,11.3,2.4,1.3,48423.00 ,2.3,2
E01003008,Kingston upon Thames 001C,9.5,1.4,51.6,7.6,11.5,2.1,1.3,54103.00 ,2.2,2
E01003009,Kingston upon Thames 001D,9.4,2.1,38.4,14.1,10.5,3.6,1.1,43361.00 ,1.9,2
E01003010,Kingston upon Thames 001E,7.1,0.5,40.6,13.7,8.3,1.9,1.3,58868.00 ,2.2,2
E01002952,Kingston upon Thames 002A,21.8,1.9,30.9,14.6,7.8,2.7,2,75477.00 ,1.9,2
E01002953,Kingston upon Thames 002B,25.8,2.6,33.3,21,9.3,3.9,1.7,57838.00 ,1.9,2
E01002955,Kingston upon Thames 002C,20.9,3.3,38.4,24,13.8,3.7,1.4,37995.00 ,2.4,2
E01002956,Kingston upon Thames 002D,18,3.5,36.4,13.5,11.6,3.4,1.7,52944.00 ,2,2
E01002959,Kingston upon Thames 002E,27.6,2.9,39.7,9,7.2,2.7,1.8,65689.00 ,2,2
E01002935,Kingston upon Thames 003A,15.9,1.5,32.8,41.7,6.5,2.4,0.8,39747.00 ,4.6,1
E01002938,Kingston upon Thames 003B,7.9,1.6,39.3,20.3,9,3,1.1,51296.00 ,2.3,2
E01002951,Kingston upon Thames 003C,11.6,1.8,31.9,30.4,4.7,2.3,1.2,49780.00 ,2.8,0
E01002954,Kingston upon Thames 003D,19.6,3.9,20.9,40.9,13.9,3.9,0.8,35882.00 ,4.4,0
E01002957,Kingston upon Thames 003E,24.8,8.2,15.8,28,13.7,3.3,0.8,27577.00 ,2.3,2
E01002933,Kingston upon Thames 004A,9.6,1.9,32.2,14.5,17.1,5.1,0.8,36147.00 ,3.3,0
E01002934,Kingston upon Thames 004B,10.2,1.3,36.4,29.7,8.3,2.3,1.2,54353.00 ,2.3,2
E01002937,Kingston upon Thames 004D,7.3,1.8,52.7,15,10,1.5,1.1,51197.00 ,4.5,1
E01003011,Kingston upon Thames 004E,7.5,1.1,34.9,20.5,7.9,2.9,1,48880.00 ,2.6,0
E01033568,Kingston upon Thames 004F,19.4,3.2,21.3,49,4.9,2.7,0.7,38979.00 ,6.4,1
E01033569,Kingston upon Thames 004G,13.2,2.3,31,42.5,6,2.3,0.7,41573.00 ,5.7,1
E01002964,Kingston upon Thames 005A,12.3,4.8,24,28.3,12.8,4.2,0.7,30823.00 ,3.9,0
E01002969,Kingston upon Thames 005B,23.8,10.2,6.7,9.8,29.4,7.7,0.5,20510.00 ,2.8,0
E01002971,Kingston upon Thames 005C,9.2,4.3,38,25.8,11.5,3.6,0.9,35316.00 ,3.1,0
E01002972,Kingston upon Thames 005D,14.3,3.4,28.5,37.1,12,3.2,0.7,32510.00 ,5.7,1
E01002974,Kingston upon Thames 005E,15.7,5,29.2,22.9,12.4,3.7,0.9,35771.00 ,4.6,1
E01002932,Kingston upon Thames 006A,20.3,5.7,22.9,18.4,19.6,6.6,0.9,28071.00 ,2.3,2
E01002960,Kingston upon Thames 006B,30.7,1.5,38.9,19.9,9.9,3,1.3,48093.00 ,3,0
E01002962,Kingston upon Thames 006C,27.4,3,38.2,12.9,20.9,5,1.2,32418.00 ,1.8,2
E01002970,Kingston upon Thames 006D,17.8,4.2,30.9,24.4,22.1,4.6,1,27734.00 ,2.7,0
E01002973,Kingston upon Thames 006E,25.7,5.4,29.7,24.9,21.4,5,1,27784.00 ,2.3,2
E01002929,Kingston upon Thames 007A,16.8,1.2,35.3,17,7.7,2.3,1.3,53284.00 ,3,0
E01002930,Kingston upon Thames 007B,25.6,3.3,28.6,36.7,17.3,4.4,0.9,35165.00 ,4,0
E01002931,Kingston upon Thames 007C,25.8,1.5,45.6,14.8,11.2,3.6,1.1,44525.00 ,3.4,0
E01002963,Kingston upon Thames 007D,25.5,1.9,28,38.9,12.1,2.9,0.8,36103.00 ,3.1,0
E01002985,Kingston upon Thames 007E,48.4,2.3,37.3,24.4,13.4,3.8,1,34124.00 ,3.2,0
E01002927,Kingston upon Thames 008A,24,2.2,39.9,13.7,17.8,4,1.1,34903.00 ,1.7,2
E01002928,Kingston upon Thames 008B,26.7,1.7,31.1,30.8,17.9,5.4,0.9,36355.00 ,2.5,2
E01002958,Kingston upon Thames 008C,13.8,1.4,50.7,15.3,11,2.7,1.1,41775.00 ,1.9,2
E01002961,Kingston upon Thames 008D,22.7,1,41.5,12.6,9.6,2.9,1.4,51647.00 ,2.1,2
E01002986,Kingston upon Thames 008E,29.5,1.3,35.2,13.6,18.7,5.4,1.3,35913.00 ,1.2,2
E01002965,Kingston upon Thames 009A,13.9,2.8,23,42,8.8,3.7,0.8,34279.00 ,4.1,0
E01002967,Kingston upon Thames 009B,9,1.8,31.1,38.2,6.4,3.6,0.8,45794.00 ,4.2,0
E01002968,Kingston upon Thames 009C,18.7,3.2,26.8,46.6,4.8,2.3,0.8,36269.00 ,5.9,1
E01002990,Kingston upon Thames 009D,12.5,1.3,28.1,47.6,7.8,2.1,0.8,40550.00 ,4.9,1
E01002991,Kingston upon Thames 009E,10.1,1.7,36.8,33.4,6.1,2.4,1,44970.00 ,2.8,0
E01002922,Kingston upon Thames 010A,8.5,0.7,33.5,21.2,10.3,3.6,1.1,47367.00 ,2.2,2
E01002926,Kingston upon Thames 010B,8.9,2.3,41.5,20.7,9.2,2,1.2,46100.00 ,2.8,0
E01002966,Kingston upon Thames 010C,7,1.6,37.4,28.6,10.3,3.7,1,40311.00 ,2.5,2
E01002992,Kingston upon Thames 010D,12.6,5,43.2,24,5.9,1.5,1.1,36705.00 ,1.4,2
E01002921,Kingston upon Thames 011A,15.7,1.9,24.4,46.9,9.2,3.7,0.7,34506.00 ,4.3,0
E01002987,Kingston upon Thames 011B,13.2,4.9,23.7,43.7,12.3,6.7,0.6,34366.00 ,5.4,1
E01002988,Kingston upon Thames 011C,12.6,5.7,31.3,37.4,4.8,1.7,0.9,43602.00 ,3.2,2
E01002989,Kingston upon Thames 011D,8.4,1.1,40.4,36.5,3.8,1.2,0.9,51716.00 ,4.5,1
E01002975,Kingston upon Thames 012A,40,2.3,40.2,15.1,13.4,3.4,1.5,39069.00 ,2.8,0
E01002977,Kingston upon Thames 012B,22.6,3.2,29.4,11.5,21.6,4.9,1.1,30431.00 ,2.8,0
E01002980,Kingston upon Thames 012C,30.3,1.5,44.4,9.8,17,3.4,1.6,41248.00 ,2.8,0
E01002981,Kingston upon Thames 012D,38,2.1,44.6,11.2,13.1,3.2,1.6,44496.00 ,2.4,2
E01002984,Kingston upon Thames 012E,29.1,2.2,26.3,17.2,17.9,4.9,1.1,36853.00 ,3.4,0
E01002923,Kingston upon Thames 013A,14.2,5.1,16.9,17.6,24.3,8.2,0.6,25407.00 ,3.1,0
E01002925,Kingston upon Thames 013B,8.5,1.9,35.9,38.8,9.5,4.5,0.9,41287.00 ,2.7,2
E01002993,Kingston upon Thames 013C,9.8,2,20.9,47.9,6.8,2.6,0.8,40200.00 ,4,0
E01002995,Kingston upon Thames 013D,13.4,1.1,35.5,25.1,8.2,5.6,1.2,56324.00 ,3.2,0
E01002999,Kingston upon Thames 013E,14.4,3.5,23.8,45.4,9,2.8,0.7,33525.00 ,4.8,1
E01002915,Kingston upon Thames 014A,24.6,2.1,46.1,7.9,15.3,2.8,1.7,37492.00 ,1.5,2
E01002916,Kingston upon Thames 014B,19.4,1.4,42.9,10,13.6,3,1.5,41815.00 ,2.7,2
E01002917,Kingston upon Thames 014C,16.1,1,44.7,6.4,14.7,3,1.5,45041.00 ,1.7,2
E01002920,Kingston upon Thames 014D,11.4,1.1,46.2,6.2,15.7,3.7,1.4,45960.00 ,1.8,2
E01002924,Kingston upon Thames 014E,7.5,1.1,44.3,6.4,8.5,2.8,1.5,58244.00 ,1.6,2
E01002976,Kingston upon Thames 015A,12.9,1.8,47.4,10.5,17.7,2.8,1.3,37199.00 ,1.9,2
E01002978,Kingston upon Thames 015B,19.8,1.2,39.5,13.2,13.1,2.8,1.4,47331.00 ,3.5,0
E01002979,Kingston upon Thames 015C,15.5,1,43.3,14,11.5,2.8,1.4,42880.00 ,2.6,0
E01002982,Kingston upon Thames 015D,26.9,1.9,38.5,10.1,20.8,5.2,1.3,38718.00 ,2.9,0
E01002983,Kingston upon Thames 015E,23.4,1,43.2,6.4,12.8,3.1,1.5,48045.00 ,2.5,0
E01002994,Kingston upon Thames 016A,9.5,3.2,41,22.3,13.3,3.9,1.3,48609.00 ,2.5,0
E01002996,Kingston upon Thames 016B,8.7,2.4,44,25.6,12.6,2.9,1.1,46783.00 ,2.9,0
E01002997,Kingston upon Thames 016C,9.7,1.2,44.6,21.4,10.3,2.7,1.3,49679.00 ,3.1,0
E01002998,Kingston upon Thames 016D,11.7,4,39.4,16.2,15.6,3.9,0.9,34185.00 ,2.6,2
E01003002,Kingston upon Thames 016E,13,2.6,34,20.6,18.7,4.3,1,33833.00 ,2.6,0
E01002918,Kingston upon Thames 017A,26.7,2.2,51.5,16.7,18.8,2.7,1.2,32443.00 ,2.2,2
E01002919,Kingston upon Thames 017B,30.4,6.2,32,28,16.2,4.3,1,30727.00 ,3.4,0
E01003000,Kingston upon Thames 017C,22,1.9,38.7,11.4,23.5,4.7,1.1,31570.00 ,1.5,2
E01003001,Kingston upon Thames 017D,30,1.7,49.1,12.9,16.7,3.6,1.3,34841.00 ,2.2,2
E01003003,Kingston upon Thames 017E,24,2.1,38.5,27.2,17.4,3.7,1.1,33230.00 ,3.2,0
E01002939,Kingston upon Thames 018A,10.5,3.2,42.6,16.2,20,4.1,1.2,32402.00 ,2.9,0
E01002941,Kingston upon Thames 018B,8.6,1.5,39.6,7.6,21.6,5.2,1.3,34776.00 ,2.2,2
E01002942,Kingston upon Thames 018C,5.6,1.4,45.4,5.7,21.8,4.8,1.5,35971.00 ,3,0
E01003004,Kingston upon Thames 018D,15.1,3.8,43,17.1,16.3,2.5,1.4,35011.00 ,2,2
E01003005,Kingston upon Thames 018E,11.3,1.9,52.8,8.9,17.8,3.7,1.4,33909.00 ,2,2
E01002944,Kingston upon Thames 019A,9.5,3.2,52.2,6.9,20,2.9,1.4,33496.00 ,1.5,2
E01002945,Kingston upon Thames 019B,5.6,1.3,54.7,9.3,20.1,2.7,1.3,34241.00 ,2.3,2
E01002946,Kingston upon Thames 019C,5.5,0.8,52.6,8.6,17.9,3.7,1.5,35584.00 ,1.9,2
E01002947,Kingston upon Thames 019D,5.3,0.6,50.3,8.9,18.3,2.3,1.5,36300.00 ,3,0
E01002940,Kingston upon Thames 020A,9.6,1.9,40.6,7,23.4,4.7,1.2,31609.00 ,3,0
E01002943,Kingston upon Thames 020B,6.9,1.9,36.5,7.1,25,5.1,1.3,31983.00 ,1.6,2
E01002948,Kingston upon Thames 020C,8.7,3.1,42.5,13,19.3,4.9,1.4,35210.00 ,1.8,2
E01002949,Kingston upon Thames 020D,9.7,1.5,49,8.1,17,3.3,1.5,35081.00 ,2.6,0
E01002950,Kingston upon Thames 020E,5.2,2.6,38.8,9.5,22.3,4.5,1,30277.00 ,2.7,0
E01003472,Merton 001A,9,0.7,48.4,13.9,6.8,1.8,1,58959.00 ,2.9,0
E01003473,Merton 001B,14.6,1.7,35.6,31.3,4.8,3,0.9,53952.00 ,3,0
E01003474,Merton 001C,7.1,1.1,34,22.3,5,1.6,1.5,72913.00 ,2.7,0
E01003475,Merton 001D,15.3,6.8,23.8,35.1,8.9,3.3,0.8,32911.00 ,3,0
E01003478,Merton 001E,8.7,1.1,45.5,24.1,8.2,2.7,0.9,52830.00 ,3.2,0
E01003460,Merton 002A,5.5,1.5,22.8,23.4,8.3,3.3,1.3,65700.00 ,2.2,2
E01003462,Merton 002B,8.9,1,28.7,16,8,2.9,1.3,64139.00 ,1.5,2
E01003464,Merton 002C,16.7,0.9,22.9,18.5,9.8,3.9,1.5,65060.00 ,1.7,2
E01003465,Merton 002D,9.8,0.2,26.5,15.5,6.4,2.2,1.8,78144.00 ,2.3,2
E01003400,Merton 003A,12.9,2.2,27.2,46,4.2,1.4,0.7,51157.00 ,6.2,1
E01003454,Merton 003B,12.4,2.7,31.9,29.8,7.2,5.1,0.8,52422.00 ,4.8,1
E01003456,Merton 003C,12.3,3.7,24.1,45.4,7.3,2.9,0.7,50184.00 ,7.1,1
E01003476,Merton 003D,12.2,7.4,29.3,26.6,11.1,2.9,1,45886.00 ,3.4,0
E01003477,Merton 003E,11.1,1.5,38.9,30.9,8.5,2.5,0.9,50869.00 ,3.1,0
E01003401,Merton 004A,17.8,1.6,22.4,39.3,5.6,2.2,0.7,54021.00 ,6.8,1
E01003402,Merton 004B,17.4,2.1,19,40.6,5.5,2.1,0.9,57107.00 ,7.1,1
E01003403,Merton 004C,9.9,0.7,22.7,34.9,7.4,3.6,1,55699.00 ,4.7,0
E01003404,Merton 004D,14.7,1.4,23.5,36.1,8.5,3.6,0.7,48993.00 ,3.5,0
E01003461,Merton 004E,6.9,1,20.5,42,2.4,1.2,1.1,62269.00 ,4.5,0
E01003367,Merton 005A,28.7,6.7,34.4,41.4,10.7,3.7,0.7,34011.00 ,4,0
E01003369,Merton 005B,17.9,8.2,34.5,41,10.4,3,0.6,31808.00 ,4.3,1
E01003370,Merton 005C,20.1,7.7,28.1,46.8,9.9,3.6,0.6,31121.00 ,4.7,1
E01003371,Merton 005D,19,8.4,33.9,31.9,12,3.7,0.8,34237.00 ,3.9,0
E01003455,Merton 005E,11.5,5.9,38.3,37.1,8.3,1.6,0.8,39304.00 ,1.8,2
E01003359,Merton 006A,13,7,27.5,32.6,16.1,4.4,0.6,32662.00 ,4.2,0
E01003360,Merton 006B,12.1,2.8,39.9,33.4,7.4,2.5,0.7,48589.00 ,5,1
E01003457,Merton 006C,9.4,1.1,40,23.4,8.2,2,0.9,56645.00 ,3.7,0
E01003458,Merton 006D,12.9,2.5,40.7,32.6,8.5,2.2,0.7,50941.00 ,3.3,0
E01003459,Merton 006E,12.3,8.1,26.8,31.7,14,5.1,0.6,32884.00 ,3.4,0
E01003394,Merton 007A,35.3,15.8,32.2,33.3,19.3,3.7,0.9,27554.00 ,3.2,0
E01003395,Merton 007B,33.5,24.5,40.8,18.7,16.8,4.1,1.2,29368.00 ,1.9,2
E01003396,Merton 007C,34.2,18.1,34.1,31.8,13.4,3.7,0.8,30390.00 ,4.8,1
E01003397,Merton 007D,32.7,17.8,32.7,29.8,14.9,4.2,0.9,28652.00 ,3.8,0
E01003398,Merton 007E,32,21.8,36.2,26.9,15.9,4.2,1,29712.00 ,2.6,0
E01003368,Merton 008A,29.6,15.6,35.6,26.1,18.8,5.7,0.9,28716.00 ,3.2,0
E01003372,Merton 008B,19.1,17,23.4,25.2,21,5.7,0.6,26063.00 ,3.2,0
E01003393,Merton 008C,24.3,13,29.7,51.9,13.8,2.9,0.5,27785.00 ,4.1,0
E01003406,Merton 008D,19.2,21,33.7,18.9,17.8,4.1,0.9,27218.00 ,1.8,2
E01003407,Merton 008E,27.4,9.2,34.1,47.4,11.7,2.8,0.8,30285.00 ,2.4,2
E01003355,Merton 009A,11.8,1.7,28.2,49.9,6.4,2.9,0.7,44062.00 ,5.4,1
E01003356,Merton 009B,14.2,2.1,34.6,29.2,7.2,2.4,0.8,48333.00 ,4.6,0
E01003358,Merton 009C,14.5,2.4,27.3,46.6,5.4,2.5,0.7,48831.00 ,6.8,1
E01003383,Merton 009D,13.2,1.6,32.2,43.5,4.9,1.4,0.7,52255.00 ,7.2,1
E01003384,Merton 009E,11,1.5,29.5,37.7,6,2.4,0.8,52732.00 ,6.4,1
E01003442,Merton 010A,12,2.3,32.2,25.5,6.9,4.5,1.2,59028.00 ,2.7,2
E01003443,Merton 010B,5,0.7,37.6,18.5,4,1.4,1.2,61487.00 ,5.1,1
E01003444,Merton 010C,7.5,2,32.5,27.2,7.1,2.2,1,51431.00 ,4,0
E01003445,Merton 010D,14.4,1.5,40.3,13.4,12.5,3,1.2,49156.00 ,3,2
E01003463,Merton 010E,19.7,1.2,34,15.5,6.3,2.3,1.6,68125.00 ,1.9,2
E01003380,Merton 011A,10.2,1.6,40,25.6,9,2.7,0.9,46842.00 ,3,0
E01003382,Merton 011B,9.5,1.9,38.9,30.6,10,2.9,0.9,44842.00 ,4.1,0
E01003385,Merton 011C,8.6,1.4,38,27.2,6.3,2.5,1,56439.00 ,3.7,0
E01003399,Merton 011D,13.4,2.4,28.6,34.1,6.5,2.1,0.8,47826.00 ,4,0
E01003423,Merton 011E,9.2,1.4,42.3,30.4,7.9,2.3,0.9,45792.00 ,3.5,0
E01003357,Merton 012A,19.4,12.7,18.7,21.6,18.1,5.8,0.6,24735.00 ,4.8,1
E01003376,Merton 012B,19.4,18.5,23.6,15.6,24.7,6.2,0.8,24350.00 ,2,2
E01003377,Merton 012C,20.6,25,19,16.2,25,4.9,0.7,20421.00 ,2,2
E01003408,Merton 012D,16.8,5.7,34.4,35.5,12,3.6,0.7,30443.00 ,2.7,0
E01003410,Merton 012E,23.6,17.1,31,32.1,19.3,5.2,0.7,26020.00 ,2.1,2
E01003386,Merton 013A,31.4,22.7,28.9,35.5,15.6,3,0.9,26976.00 ,3.9,0
E01003388,Merton 013B,23.4,22.9,30.7,19,25.1,7.8,0.7,25947.00 ,4.6,1
E01003389,Merton 013C,26.7,20,34.5,32,19.7,4.8,0.8,26742.00 ,4,0
E01003392,Merton 013D,33.9,17.1,41.3,25.9,17.7,4.5,0.9,28863.00 ,3.3,0
E01003409,Merton 013E,35.3,15.1,31.5,18.7,25.1,5,0.9,25314.00 ,3.9,0
E01003387,Merton 014A,17.8,26.7,30.9,16,23.6,5,0.8,24604.00 ,2.6,2
E01003391,Merton 014B,11.9,32.9,23.7,12.1,22.4,6.2,0.7,21756.00 ,1.9,2
E01003411,Merton 014C,15.8,23.7,38.9,24.6,17.6,4,0.8,27376.00 ,3.2,0
E01003412,Merton 014D,23.6,27.5,38.5,15.4,22.5,4.9,1,26223.00 ,2.4,2
E01003435,Merton 014E,16.1,24.1,44.5,11.6,21.7,3.5,1.1,29390.00 ,2,2
E01003361,Merton 015A,20.2,4.9,36.6,24.3,15.9,3.6,1.1,34048.00 ,2.9,0
E01003424,Merton 015B,11,2.2,36.1,8.4,9.5,2.5,1.2,55347.00 ,2,2
E01003425,Merton 015C,16.2,3,42.1,8.9,10,2.6,1.4,51518.00 ,3.2,0
E01003426,Merton 015D,32.5,3.4,38.6,18.4,14,3.6,1.1,42879.00 ,5.1,1
E01003428,Merton 015E,9.5,3.1,28.7,25.3,10.2,2.6,0.9,49057.00 ,3.5,0
E01003366,Merton 016A,14,4.9,35.5,23.4,20.2,5.6,1,31508.00 ,3.1,0
E01003381,Merton 016B,9.8,1.1,31.1,36.2,10.5,1.9,0.8,44088.00 ,5.3,1
E01003446,Merton 016C,13.7,3.4,26.5,43.9,9.1,3.5,0.8,38146.00 ,5.4,1
E01003447,Merton 016D,17,6.4,31.1,24.6,18.6,5.6,0.8,28073.00 ,2.6,2
E01003471,Merton 016E,12.2,5.6,33.6,20.7,16.1,2.9,1,41275.00 ,3.6,0
E01003413,Merton 017A,22.6,27.9,43.6,21.2,16.9,4.5,1,28402.00 ,2.8,0
E01003414,Merton 017B,31.9,27.2,45.1,16.9,19.1,6.5,1.1,28549.00 ,3,0
E01003415,Merton 017C,23.9,29.6,48.2,15,19.7,3.7,1.1,29604.00 ,3,0
E01003416,Merton 017D,21,22.7,47,13.1,19.6,4.3,1.2,29782.00 ,2.4,2
E01003434,Merton 017E,19.5,27.5,47,14,19.6,4.5,1.2,29963.00 ,2.7,0
E01003373,Merton 018A,20.1,23.4,20.5,13.4,24.8,5.9,0.7,20130.00 ,2,2
E01003378,Merton 018B,15.6,25.9,36.4,19.4,18.2,3.7,0.8,26770.00 ,2.8,2
E01003379,Merton 018C,22.4,21.9,21.3,20.8,28.3,5.4,0.5,22126.00 ,4.4,0
E01003390,Merton 018D,21.9,30.1,15.1,17.5,25.2,5.1,0.5,19577.00 ,4.8,1
E01003405,Merton 018E,25.8,17.7,31,19.5,24.6,6,0.8,24759.00 ,3.1,0
E01003429,Merton 019A,13,31.3,46.7,13.4,21.7,3.1,1.3,30326.00 ,2.1,2
E01003430,Merton 019B,6.9,48.2,31.2,15.4,22.1,4,0.7,22134.00 ,2.6,0
E01003431,Merton 019C,12.9,36.7,30.1,11.7,21.8,4.2,0.9,24239.00 ,2.9,0
E01003432,Merton 019D,16.4,31.9,26.8,6.5,24.1,5.6,1,22585.00 ,2.7,0
E01003433,Merton 019E,15.8,38.4,41,18,21.3,4.5,0.9,26762.00 ,3,0
E01003466,Merton 020A,15.5,2.8,42.1,13.5,13.6,3.8,1.2,43661.00 ,2.3,2
E01003467,Merton 020B,13.1,3.2,42.4,13.8,12,2.5,1.2,45395.00 ,2.2,2
E01003468,Merton 020C,10.7,2.4,48.1,11.1,12.4,2.9,1.2,42495.00 ,3,0
E01003469,Merton 020D,38.6,4,43.4,22.8,14.5,3.7,1.1,30229.00 ,3.2,0
E01003470,Merton 020E,33.3,1.7,43.3,19.4,14.6,2.7,1.1,34406.00 ,3.3,0
E01003362,Merton 021A,12.8,2.2,39.3,8.6,17.2,3.4,1.3,39403.00 ,2.3,2
E01003363,Merton 021B,16.4,3.8,45.3,8.1,15.6,3.1,1.4,36641.00 ,2,2
E01003364,Merton 021C,12.2,4.9,44.3,6.3,15.4,3.3,1.3,35715.00 ,2,2
E01003365,Merton 021D,23.1,1.8,42.1,8.2,18.3,4,1.3,40850.00 ,3.2,0
E01003421,Merton 021E,17.9,3.4,40,17.5,16.9,4.2,1.1,32273.00 ,2.5,2
E01003374,Merton 022A,14.9,21.6,23.8,21.8,29.1,6.5,0.7,25462.00 ,3.4,0
E01003375,Merton 022B,17.7,12.8,33.8,20.6,22.8,4.9,1,28810.00 ,3.5,0
E01003437,Merton 022C,25.3,7.2,33.1,17.4,22.6,5.7,1,29994.00 ,2.6,2
E01003440,Merton 022D,18.8,13.3,33.7,16.4,21.7,4.4,0.9,26153.00 ,2.2,2
E01003441,Merton 022E,20.5,18.3,33.2,19,24.6,6.5,0.9,25891.00 ,2.6,0
E01003427,Merton 023A,38,2.2,29.2,39,16.1,3.5,0.7,29506.00 ,5.3,1
E01003436,Merton 023B,18.5,9,37.6,12.1,25.8,5.4,1,25806.00 ,2.3,2
E01003439,Merton 023C,28.2,6.6,27.4,33.9,20.6,4.4,0.8,25492.00 ,5.2,1
E01003448,Merton 023D,22.4,7.1,33.6,13.9,22.8,4.9,0.8,25072.00 ,2.4,2
E01003453,Merton 023E,28,5.6,29.4,22.3,25.2,6.3,0.8,25649.00 ,4,0
E01003438,Merton 024A,20.6,7.7,31.5,12.2,26.5,5.9,0.8,24789.00 ,3,0
